FILE_INFO
ListSeparator=,
DecimalSeparator=.

SESSION_INFO
TimeZone,UTC
TimeZoneOffset,0
DateTimeFormat,MM/DD/YY h:mm:ss.nnnnnnnnn
StartTime,01/01/70 00:00:00.000000000
TimeFormat,Standard

DEVICE_INFO
Address,*

CHANNEL_INFO
Channel,Type,SampleRate,Equation,Coefficients,Unit,UnitSymbol,WhereApplied,WhenApplied
inertial-6286.188861:estLinearAccelZ,Timeseries,10Hz,,,,,,
inertial-6286.188861:estLinearAccelZ:valid,ValidFlag,10Hz,,,,,,
inertial-6286.188861:estLinearAccelX,Timeseries,10Hz,,,,,,
inertial-6286.188861:estLinearAccelX:valid,ValidFlag,10Hz,,,,,,
inertial-6286.188861:estLinearAccelY,Timeseries,10Hz,,,,,,
inertial-6286.188861:estLinearAccelY:valid,ValidFlag,10Hz,,,,,,

DATA_START
Time,inertial-6286.188861:estLinearAccelZ,inertial-6286.188861:estLinearAccelZ:valid,inertial-6286.188861:estLinearAccelX,inertial-6286.188861:estLinearAccelX:valid,inertial-6286.188861:estLinearAccelY,inertial-6286.188861:estLinearAccelY:valid
02/11/26 22:44:53.993751808,0.05168615281581879,1,0.3267165720462799,1,-1.310763239860535,1
02/11/26 22:44:54.093732096,0.03571064025163651,1,-0.1984325051307678,1,-0.0173234399408102,1
02/11/26 22:44:54.193697536,0.1494153439998627,1,-0.1383230984210968,1,-0.2834894955158234,1
02/11/26 22:44:54.293746688,-0.03172095119953156,1,0.2506073117256165,1,-0.3007000088691711,1
02/11/26 22:44:54.393729024,-0.0262755062431097,1,-0.1464697569608688,1,0.5810365676879883,1
02/11/26 22:44:54.493692416,0.05296674370765686,1,0.4206553101539612,1,0.3147357404232025,1
02/11/26 22:44:54.593740800,0.1104620546102524,1,0.002379391342401505,1,0.6825307011604309,1
02/11/26 22:44:54.693720320,-0.01893876306712627,1,-0.1137509793043137,1,0.6380016207695007,1
02/11/26 22:44:54.793682944,-0.05053512006998062,1,0.06492508947849274,1,0.2089204043149948,1
02/11/26 22:44:54.893730304,0.04649241641163826,1,-0.0125757297500968,1,0.1108196750283241,1
02/11/26 22:44:54.993709824,0.01291564665734768,1,0.1493003070354462,1,0.6537295579910278,1
