FILE_INFO
ListSeparator=,
DecimalSeparator=.

SESSION_INFO
TimeZone,UTC
TimeZoneOffset,0
DateTimeFormat,nnnnnnnnnnnnnnnnnnn
StartTime,01/01/70 00:00:00.000000000
TimeFormat,Unix

DEVICE_INFO
Address,*

CHANNEL_INFO
Channel,Type,SampleRate,Equation,Coefficients,Unit,UnitSymbol,WhereApplied,WhenApplied
inertial-6286.188861:estLinearAccelZ,Timeseries,10Hz,,,,,,
inertial-6286.188861:estLinearAccelZ:valid,ValidFlag,10Hz,,,,,,
inertial-6286.188861:estLinearAccelX,Timeseries,10Hz,,,,,,
inertial-6286.188861:estLinearAccelX:valid,ValidFlag,10Hz,,,,,,
inertial-6286.188861:estLinearAccelY,Timeseries,10Hz,,,,,,
inertial-6286.188861:estLinearAccelY:valid,ValidFlag,10Hz,,,,,,

DATA_START
Time,inertial-6286.188861:estLinearAccelZ,inertial-6286.188861:estLinearAccelZ:valid,inertial-6286.188861:estLinearAccelX,inertial-6286.188861:estLinearAccelX:valid,inertial-6286.188861:estLinearAccelY,inertial-6286.188861:estLinearAccelY:valid
1770849845894153216,0.001236925600096583,1,0.003412434132769704,1,0.004603770561516285,1
1770849845994202112,0.00797053799033165,1,0.004962766543030739,1,0.00545121356844902,1
1770849846094180608,0.007349377032369375,1,0.000952022906858474,1,0.006460421718657017,1
1770849846194147840,0.001653971616178751,1,0.005297624971717596,1,-0.002541712950915098,1
1770849846294197248,-1.057656481862068e-05,1,0.006673069670796394,1,0.003661924274638295,1
1770849846394176768,0.01310677081346512,1,0.0004181286785751581,1,0.008655141107738018,1
1770849846494144256,0.01004776544868946,1,0.004147860687226057,1,0.01034565828740597,1
1770849846594193152,0.002064826432615519,1,-0.00395111832767725,1,0.002626467496156693,1
1770849846694171904,0.0008922747801989317,1,-0.002317068632692099,1,0.003475694684311748,1
1770849846794140416,0.009399867616593838,1,0.00177143607288599,1,0.006429157685488462,1
1770849846894187520,0.01134433131664991,1,0.0002773791784420609,1,0.004530164413154125,1
1770849846994164224,0.005713307298719883,1,0.007397494744509459,1,0.005996339954435825,1
1770849847094131712,0.001940466463565826,1,0.001619285205379128,1,0.003911571577191353,1
1770849847194177536,0.01443914324045181,1,-0.0006381711573339999,1,0.007645364850759506,1
1770849847294157056,0.01108802389353514,1,0.003552352543920279,1,0.004192808642983437,1
1770849847394125568,0.001620970666408539,1,0.002692770678550005,1,0.003182600950822234,1
1770849847494174464,-0.001729084295220673,1,-0.002178265247493982,1,0.007837185636162758,1
1770849847594154752,0.00914409663528204,1,0.003128712298348546,1,0.0123627558350563,1
1770849847694120192,0.01169420219957829,1,0.001385467359796166,1,0.006700030528008938,1
1770849847794169856,0.004581694025546312,1,0.0001707550836727023,1,0.003975520376116037,1
1770849847894151168,0.002517018700018525,1,-0.004417676012963057,1,0.004209418781101704,1
1770849847994115584,0.01067739352583885,1,0.007874190807342529,1,0.002962029073387384,1
1770849848094163968,0.01081383321434259,1,-0.0004958639619871974,1,0.003556608688086271,1
1770849848194145024,0.002620052546262741,1,0.0006626457907259464,1,0.005361381452530622,1
1770849848294107648,0.003213824238628149,1,0.005898010451346636,1,0.008046194911003113,1
1770849848394155008,0.00111914542503655,1,0.004608306102454662,1,0.006091278046369553,1
1770849848494135552,0.01044285856187344,1,0.01226503029465675,1,0.007497970946133137,1
1770849848594099200,0.00195094826631248,1,0.002719095209613442,1,0.01086394768208265,1
1770849848694145792,0.003578899195417762,1,0.000868302071467042,1,0.007656000088900328,1
1770849848794126080,0.01159303169697523,1,0.003748550079762936,1,0.004274092148989439,1
1770849848894089728,0.005751459859311581,1,0.004513406194746494,1,0.007022571284323931,1
1770849848994135552,-0.00376243214122951,1,-0.00292711635120213,1,-0.001296554924920201,1
1770849849094118912,0.001412038458511233,1,0.00309637701138854,1,0.004541562870144844,1
1770849849194092032,0.005944465287029743,1,0.005161214154213667,1,0.005981041584163904,1
1770849849294147584,0.002575481776148081,1,0.003170511918142438,1,0.007079422473907471,1
1770849849394142208,0.004835033789277077,1,0.003246688051149249,1,0.006292040925472975,1
1770849849494114560,0.0007564490661025047,1,0.002757356502115726,1,0.00641688285395503,1
1770849849594164992,0.002525143325328827,1,0.005459083244204521,1,0.002550812670961022,1
1770849849694144256,0.01387875992804766,1,0.005480474792420864,1,0.00738232210278511,1
1770849849794116096,0.001446170965209603,1,0.001545956591144204,1,0.002750682178884745,1
1770849849894169600,0.004174635745584965,1,-0.003639582544565201,1,0.009948582388460636,1
1770849849994151168,0.006415770389139652,1,6.893125828355551e-06,1,0.005906113423407078,1
1770849850094121728,0.009153682738542557,1,0.002768091857433319,1,0.005021704826503992,1
1770849850194173184,0.00351666146889329,1,0.002582551911473274,1,0.005096115171909332,1
1770849850294154240,0.0002848898584488779,1,0.001997934654355049,1,0.00198558229021728,1
1770849850394123776,0.003615071531385183,1,0.002766831545159221,1,0.009200673550367355,1
1770849850494173184,0.01095810905098915,1,0.004986915737390518,1,0.007147762458771467,1
1770849850594153216,0.003976581152528524,1,-0.0005713108694180846,1,0.01388729177415371,1
1770849850694121984,-0.004211451858282089,1,-0.0003005374455824494,1,0.006213500164449215,1
1770849850794171904,0.005579657852649689,1,-0.0003570090048015118,1,0.003960660193115473,1
1770849850894150912,0.017450250685215,1,-0.002816721564158797,1,0.008416177704930305,1
1770849850994118656,0.009263154119253159,1,-0.001931186066940427,1,0.007140389643609524,1
1770849851094167552,0.0002008426235988736,1,-0.005194626748561859,1,0.004474363289773464,1
1770849851194148608,0.003923254553228617,1,0.001084325253032148,1,0.006031431723386049,1
1770849851294117120,0.01366177015006542,1,-0.001276316121220589,1,0.01112899463623762,1
