timestamp,q0,qx,qy,qz
1770837274132718080,0.995613,-0.003041,-0.023711,0.090464,1
1770837274232689408,0.995616,-0.003039,-0.023711,0.090431,1
1770837274332736256,0.995618,-0.003029,-0.023708,0.090406,1
1770837274432716288,0.995622,-0.003022,-0.023699,0.090372,1
1770837274532683008,0.995625,-0.003006,-0.023702,0.090338,1
1770837274632732928,0.995628,-0.002984,-0.023701,0.090306,1
1770837274732732160,0.995631,-0.002981,-0.023695,0.090268,1
1770837274832700160,0.995634,-0.002985,-0.023693,0.090232,1
1770837274932746240,0.995638,-0.002977,-0.023694,0.090195,1
1770837275032719360,0.995641,-0.002972,-0.023704,0.090153,1
1770837275132688896,0.995645,-0.002964,-0.023702,0.090117,1
1770837275232749568,0.995650,-0.002964,-0.023693,0.090065,1
1770837275332730624,0.995653,-0.002961,-0.023700,0.090027,1
1770837275432706560,0.995656,-0.002965,-0.023700,0.089990,1
1770837275532769024,0.995660,-0.002961,-0.023698,0.089951,1
1770837275632766208,0.995664,-0.002957,-0.023692,0.089907,1
1770837275732736768,0.995667,-0.002955,-0.023691,0.089869,1
1770837275832800000,0.995672,-0.002966,-0.023680,0.089826,1
1770837275932788736,0.995675,-0.002975,-0.023682,0.089782,1
1770837276032749824,0.995680,-0.002959,-0.023677,0.089736,1
1770837276132804608,0.995683,-0.002962,-0.023687,0.089697,1
1770837276232781824,0.995687,-0.002961,-0.023688,0.089653,1
1770837276332744704,0.995690,-0.002959,-0.023680,0.089619,1
1770837276432797440,0.995694,-0.002946,-0.023679,0.089580,1
1770837276532772864,0.995697,-0.002947,-0.023685,0.089539,1
1770837276632734720,0.995701,-0.002945,-0.023683,0.089497,1
1770837276732779264,0.995705,-0.002960,-0.023682,0.089457,1
1770837276832766720,0.995708,-0.002940,-0.023672,0.089421,1
1770837276932747008,0.995712,-0.002946,-0.023654,0.089384,1
1770837277032811008,0.995715,-0.002955,-0.023652,0.089345,1
1770837277132794112,0.995719,-0.002953,-0.023653,0.089300,1
1770837277232762880,0.995722,-0.002973,-0.023661,0.089268,1
1770837277332810240,0.995725,-0.002972,-0.023662,0.089235,1
1770837277432786944,0.995729,-0.002960,-0.023654,0.089198,1
1770837277532754688,0.995732,-0.002942,-0.023654,0.089157,1
1770837277632803072,0.995735,-0.002949,-0.023644,0.089125,1
1770837277732781056,0.995739,-0.002940,-0.023637,0.089084,1
1770837277832749824,0.995743,-0.002952,-0.023638,0.089043,1
1770837277932796672,0.995746,-0.002956,-0.023647,0.089011,1
1770837278032773632,0.995749,-0.002960,-0.023657,0.088971,1
1770837278132742400,0.995752,-0.002948,-0.023655,0.088931,1
1770837278232789760,0.995756,-0.002956,-0.023669,0.088889,1
1770837278332766720,0.995759,-0.002965,-0.023684,0.088849,1
1770837278432731648,0.995762,-0.002965,-0.023693,0.088817,1
1770837278532779520,0.995765,-0.002961,-0.023693,0.088776,1
1770837278632764672,0.995769,-0.002962,-0.023679,0.088737,1
1770837278732742656,0.995773,-0.002958,-0.023668,0.088694,1
1770837278832793856,0.995777,-0.002956,-0.023677,0.088653,1
1770837278932782848,0.995780,-0.002964,-0.023678,0.088619,1
1770837279032749056,0.995783,-0.002965,-0.023657,0.088583,1
1770837279132793088,0.995787,-0.002958,-0.023654,0.088543,1
1770837279232769536,0.995790,-0.002961,-0.023654,0.088509,1
1770837279332747520,0.995795,-0.002960,-0.023640,0.088457,1
1770837279432791552,0.995798,-0.002971,-0.023644,0.088418,1
1770837279532772864,0.995802,-0.002985,-0.023647,0.088376,1
1770837279632740608,0.995806,-0.002994,-0.023634,0.088332,1
1770837279732798720,0.995811,-0.002978,-0.023629,0.088278,1
1770837279832777984,0.995250,-0.014169,-0.025129,0.092977,1
1770837279932746240,0.995862,-0.012396,-0.024790,0.086545,1
1770837280032794624,0.997696,0.000138,-0.023382,0.063681,1
1770837280132775936,0.998026,-0.000050,-0.023560,0.058220,1
1770837280232737024,0.997880,-0.004371,-0.024029,0.060316,1
1770837280332793600,0.997896,-0.001290,-0.023681,0.060345,1
1770837280432771840,0.997918,-0.003349,-0.023910,0.059802,1
1770837280532732160,0.999362,0.000549,-0.023689,0.026721,1
1770837280632776192,0.999440,0.000997,-0.023011,-0.024291,1
1770837280732773888,0.998426,0.000730,-0.022877,-0.051209,1
1770837280832733696,0.998984,0.000559,-0.021357,-0.039677,1
1770837280932666880,0.999921,0.002118,0.002362,-0.012177,1
1770837281032637184,0.999828,-0.000588,0.002378,-0.018399,1
1770837281132690688,0.999767,-0.002835,0.003378,-0.021153,1
1770837281232678144,0.999766,-0.003582,0.003435,-0.021067,1
1770837281332663808,0.999886,-0.004357,0.003464,-0.014052,1
1770837281432712704,0.999427,-0.005368,0.003580,0.033240,1
1770837281532696064,0.999400,-0.005906,0.003617,0.033930,1
1770837281632668928,0.999973,-0.002511,0.003496,0.006018,1
1770837281732718080,0.999986,-0.002922,0.003508,-0.002786,1
1770837281832741632,0.999950,-0.007597,0.003714,-0.005316,1
1770837281932710144,0.999923,-0.007863,0.003760,-0.008811,1
1770837282032770048,0.999880,-0.007908,0.003804,-0.012790,1
1770837282132763648,0.999855,-0.008491,0.003866,-0.014221,1
1770837282232797952,0.999926,-0.000535,0.002768,-0.011872,1
1770837282332780544,0.999983,-0.000602,0.002966,0.004960,1
1770837282432746240,0.999988,-0.000668,0.003110,0.003765,1
1770837282532794112,0.999952,-0.003051,0.003993,-0.008354,1
1770837282632774656,0.999922,-0.004955,0.004068,-0.010742,1
1770837282732738560,0.999860,-0.007600,0.004222,-0.014285,1
1770837282832783616,0.999805,-0.007655,0.004245,-0.017683,1
1770837282932758272,0.999746,-0.007660,0.004276,-0.020748,1
1770837283032725248,0.999682,-0.007660,0.004295,-0.023628,1
1770837283132771072,0.999618,-0.007637,0.004332,-0.026207,1
1770837283232761088,0.999552,-0.007634,0.004342,-0.028618,1
1770837283332730624,0.999488,-0.007621,0.004365,-0.030765,1
1770837283432776704,0.999425,-0.007602,0.004383,-0.032764,1
1770837283532766464,0.999365,-0.007606,0.004393,-0.034536,1
1770837283632744192,0.999306,-0.007591,0.004407,-0.036191,1
1770837283732789760,0.999252,-0.007586,0.004415,-0.037655,1
1770837283832761856,0.999200,-0.007598,0.004419,-0.039017,1
1770837283932725504,0.999152,-0.007579,0.004428,-0.040229,1
1770837284032774656,0.999106,-0.007586,0.004434,-0.041353,1
1770837284132753664,0.999064,-0.007542,0.004442,-0.042354,1
1770837284232719360,0.999024,-0.007608,0.004452,-0.043281,1
1770837284332767488,0.998988,-0.007598,0.004465,-0.044106,1
1770837284432744960,0.998954,-0.007595,0.004478,-0.044864,1
1770837284532713984,0.998924,-0.007600,0.004476,-0.045535,1
1770837284632793088,0.998895,-0.007594,0.004480,-0.046158,1
1770837284732802304,0.998869,-0.007600,0.004490,-0.046713,1
1770837284832762624,0.998845,-0.007596,0.004496,-0.047221,1
1770837284932807168,0.998823,-0.007602,0.004505,-0.047684,1
1770837285032786432,0.998803,-0.007608,0.004508,-0.048106,1
1770837285132745472,0.998785,-0.007611,0.004504,-0.048485,1
1770837285232788224,0.998768,-0.007607,0.004509,-0.048832,1
1770837285332764160,0.998753,-0.007611,0.004514,-0.049142,1
1770837285432732672,0.998738,-0.007605,0.004518,-0.049439,1
1770837285532790272,0.998725,-0.007615,0.004515,-0.049698,1
1770837285632771840,0.998713,-0.007619,0.004524,-0.049944,1
1770837285732740608,0.998702,-0.007613,0.004518,-0.050162,1
1770837285832804352,0.998692,-0.007609,0.004512,-0.050358,1
1770837285932781568,0.998683,-0.007613,0.004521,-0.050536,1
1770837286032752640,0.998675,-0.007612,0.004530,-0.050703,1
1770837286132799232,0.998667,-0.007604,0.004534,-0.050860,1
1770837286232794624,0.998659,-0.007606,0.004536,-0.051012,1
1770837286332781056,0.998652,-0.007619,0.004541,-0.051141,1
1770837286432827648,0.998646,-0.007611,0.004550,-0.051264,1
1770837286532803584,0.998640,-0.007604,0.004553,-0.051372,1
1770837286632769792,0.998635,-0.007606,0.004551,-0.051477,1
1770837286732818176,0.998630,-0.007588,0.004568,-0.051567,1
1770837286832793856,0.998626,-0.007594,0.004564,-0.051653,1
1770837286932759296,0.998622,-0.007583,0.004578,-0.051731,1
1770837287032805632,0.998618,-0.007582,0.004584,-0.051809,1
1770837287132799488,0.998614,-0.007590,0.004580,-0.051879,1
1770837287232762880,0.998611,-0.007593,0.004581,-0.051944,1
1770837287332808704,0.998608,-0.007603,0.004583,-0.051998,1
1770837287432784384,0.998605,-0.007603,0.004578,-0.052055,1
1770837287532751360,0.998601,-0.007609,0.004590,-0.052121,1
1770837287632795392,0.998599,-0.007610,0.004587,-0.052173,1
1770837287732790272,0.998596,-0.007617,0.004591,-0.052217,1
1770837287832756992,0.998594,-0.007622,0.004596,-0.052262,1
1770837287932802048,0.998592,-0.007609,0.004597,-0.052305,1
1770837288032780800,0.998590,-0.007610,0.004592,-0.052343,1
1770837288132759296,0.998588,-0.007600,0.004603,-0.052377,1
1770837288232804864,0.998585,-0.007596,0.004603,-0.052423,1
1770837288332783104,0.998584,-0.007603,0.004603,-0.052454,1
1770837288432744960,0.998582,-0.007603,0.004601,-0.052487,1
1770837288532790528,0.998580,-0.007617,0.004605,-0.052526,1
1770837288632767488,0.998579,-0.007615,0.004595,-0.052553,1
1770837288732745472,0.998577,-0.007617,0.004610,-0.052583,1
1770837288832808704,0.998575,-0.007614,0.004609,-0.052611,1
1770837288932784384,0.998575,-0.007609,0.004593,-0.052630,1
1770837289032762624,0.998573,-0.007611,0.004594,-0.052657,1
1770837289132806656,0.998572,-0.007612,0.004588,-0.052676,1
1770837289232782848,0.998571,-0.007616,0.004598,-0.052697,1
1770837289332742144,0.998569,-0.007628,0.004598,-0.052725,1
1770837289432786432,0.998568,-0.007633,0.004605,-0.052741,1
1770837289532772096,0.998568,-0.007633,0.004609,-0.052757,1
1770837289632748544,0.998567,-0.007638,0.004614,-0.052776,1
1770837289732790016,0.998566,-0.007636,0.004607,-0.052787,1
1770837289832768768,0.998564,-0.007641,0.004609,-0.052815,1
1770837289932738048,0.998563,-0.007650,0.004616,-0.052831,1
1770837290032786432,0.998563,-0.007659,0.004623,-0.052844,1
1770837290132766720,0.998562,-0.007652,0.004610,-0.052859,1
1770837290232750080,0.998561,-0.007643,0.004613,-0.052875,1
1770837290332806400,0.998561,-0.007644,0.004607,-0.052880,1
1770837290432785408,0.998560,-0.007648,0.004606,-0.052892,1
1770837290532776192,0.998560,-0.007649,0.004595,-0.052907,1
1770837290632827136,0.998559,-0.007657,0.004611,-0.052922,1
1770837290732828672,0.998557,-0.007651,0.004621,-0.052946,1
1770837290832800512,0.998557,-0.007657,0.004614,-0.052955,1
1770837290932845824,0.998556,-0.007671,0.004598,-0.052964,1
1770837291032821248,0.998555,-0.007672,0.004606,-0.052982,1
1770837291132790528,0.998555,-0.007672,0.004595,-0.052992,1
1770837291232836352,0.998554,-0.007664,0.004591,-0.053009,1
1770837291332810496,0.998553,-0.007662,0.004577,-0.053029,1
1770837291432776448,0.998553,-0.007659,0.004580,-0.053038,1
1770837291532825088,0.998552,-0.007665,0.004579,-0.053042,1
1770837291632798208,0.998552,-0.007670,0.004584,-0.053047,1
1770837291732763392,0.998551,-0.007672,0.004583,-0.053057,1
1770837291832808960,0.998551,-0.007675,0.004584,-0.053057,1
1770837291932783360,0.998551,-0.007656,0.004590,-0.053066,1
1770837292032745472,0.998551,-0.007656,0.004582,-0.053073,1
1770837292132788992,0.998550,-0.007664,0.004572,-0.053090,1
1770837292232761600,0.998550,-0.007663,0.004573,-0.053095,1
1770837292332723968,0.998549,-0.007662,0.004572,-0.053098,1
1770837292432770048,0.998549,-0.007666,0.004570,-0.053110,1
1770837292532752896,0.998548,-0.007674,0.004561,-0.053124,1
1770837292632717056,0.998547,-0.007675,0.004578,-0.053136,1
1770837292732761600,0.998547,-0.007684,0.004577,-0.053143,1
1770837292832741376,0.998546,-0.007692,0.004578,-0.053157,1
1770837292932716544,0.998546,-0.007695,0.004575,-0.053159,1
1770837293032798464,0.998545,-0.007687,0.004575,-0.053169,1
1770837293132796416,0.998545,-0.007687,0.004582,-0.053180,1
1770837293232759552,0.998545,-0.007688,0.004576,-0.053187,1
1770837293332810240,0.998544,-0.007697,0.004575,-0.053196,1
1770837293432786688,0.998544,-0.007700,0.004579,-0.053194,1
1770837293532751616,0.998544,-0.007696,0.004591,-0.053192,1
1770837293632795648,0.998544,-0.007692,0.004580,-0.053192,1
1770837293732770048,0.998544,-0.007691,0.004576,-0.053193,1
1770837293832733184,0.998544,-0.007694,0.004575,-0.053197,1
1770837293932804096,0.998543,-0.007696,0.004579,-0.053205,1
1770837294032809472,0.998543,-0.007695,0.004581,-0.053208,1
1770837294132776960,0.998543,-0.007696,0.004571,-0.053222,1
1770837294232826112,0.998543,-0.007706,0.004579,-0.053220,1
1770837294332804864,0.998542,-0.007703,0.004582,-0.053233,1
1770837294432771840,0.998541,-0.007705,0.004580,-0.053243,1
1770837294532835072,0.998541,-0.007700,0.004564,-0.053245,1
1770837294632824320,0.998541,-0.007715,0.004574,-0.053252,1
1770837294732792832,0.998540,-0.007721,0.004572,-0.053258,1
1770837294832844544,0.998540,-0.007717,0.004574,-0.053265,1
1770837294932823040,0.998540,-0.007720,0.004573,-0.053264,1
1770837295032798208,0.998540,-0.007714,0.004562,-0.053272,1
1770837295132844544,0.998540,-0.007727,0.004566,-0.053276,1
1770837295232819712,0.998539,-0.007721,0.004566,-0.053279,1
1770837295332785152,0.998539,-0.007727,0.004573,-0.053286,1
1770837295432829696,0.998538,-0.007732,0.004569,-0.053295,1
1770837295532818688,0.998538,-0.007732,0.004579,-0.053306,1
1770837295632792576,0.998537,-0.007721,0.004590,-0.053312,1
1770837295732850688,0.998537,-0.007717,0.004595,-0.053321,1
1770837295832824064,0.998536,-0.007715,0.004585,-0.053334,1
1770837295932796416,0.998536,-0.007713,0.004588,-0.053348,1
1770837296032841728,0.998535,-0.007718,0.004595,-0.053362,1
1770837296132814080,0.998535,-0.007734,0.004595,-0.053364,1
1770837296232779264,0.998534,-0.007739,0.004601,-0.053368,1
1770837296332825344,0.998534,-0.007753,0.004605,-0.053372,1
1770837296432799744,0.998534,-0.007747,0.004606,-0.053371,1
1770837296532775424,0.998534,-0.007735,0.004611,-0.053375,1
1770837296632822272,0.998534,-0.007734,0.004605,-0.053378,1
1770837296732819712,0.998533,-0.007727,0.004605,-0.053388,1
1770837296832784640,0.998533,-0.007730,0.004607,-0.053392,1
1770837296932830464,0.998533,-0.007737,0.004601,-0.053395,1
1770837297032820736,0.998532,-0.007739,0.004596,-0.053403,1
1770837297132782592,0.998532,-0.007743,0.004603,-0.053414,1
1770837297232829952,0.998532,-0.007746,0.004592,-0.053416,1
1770837297332838144,0.998532,-0.007749,0.004592,-0.053418,1
1770837297432802816,0.998531,-0.007740,0.004598,-0.053422,1
1770837297532846080,0.998531,-0.007740,0.004599,-0.053423,1
1770837297632829696,0.998531,-0.007740,0.004598,-0.053423,1
1770837297732789760,0.998531,-0.007741,0.004600,-0.053429,1
1770837297832832000,0.998531,-0.007756,0.004590,-0.053428,1
1770837297932807168,0.998531,-0.007756,0.004594,-0.053434,1
1770837298032774656,0.998531,-0.007752,0.004600,-0.053437,1
1770837298132825088,0.998530,-0.007754,0.004605,-0.053448,1
1770837298232798464,0.998529,-0.007752,0.004612,-0.053457,1
1770837298332777728,0.998529,-0.007773,0.004613,-0.053458,1
1770837298432828416,0.998529,-0.007767,0.004611,-0.053469,1
1770837298532811776,0.998528,-0.007763,0.004614,-0.053481,1
1770837298632779008,0.998528,-0.007765,0.004621,-0.053476,1
1770837298732827904,0.998528,-0.007771,0.004627,-0.053480,1
1770837298832804864,0.998529,-0.007701,0.004626,-0.053478,1
1770837298932777216,0.998526,-0.008047,0.004640,-0.053478,1
1770837299032823552,0.999146,-0.005313,0.004412,-0.040746,1
1770837299132801280,0.999941,-0.002497,0.004343,-0.009669,1
1770837299232779776,0.997944,-0.003143,0.004555,0.063846,1
1770837299332840704,0.989759,-0.001432,0.004860,0.142659,1
1770837299432874240,0.976360,-0.000446,0.004956,0.216092,1
1770837299532840448,0.962527,0.002388,0.005489,0.271119,1
1770837299632886272,0.943070,0.002455,0.005679,0.332538,1
1770837299732889344,0.908759,0.011409,0.009965,0.417047,1
1770837299832854528,0.866278,0.015213,0.013232,0.499155,1
1770837299932900352,0.813224,0.017746,0.021918,0.581267,1
1770837300032884992,0.758971,0.025282,0.025568,0.650131,1
1770837300132865792,0.745440,0.024783,0.024725,0.665653,1
1770837300232829952,0.744313,0.016777,0.017893,0.667380,1
1770837300332871168,0.739564,0.012730,0.014599,0.672807,1
1770837300432844288,0.738493,0.013313,0.015384,0.673954,1
1770837300532813312,0.753440,0.008940,0.011645,0.657353,1
1770837300632872704,0.782744,0.007261,0.010185,0.622218,1
1770837300732857344,0.819706,0.008253,0.010422,0.572630,1
1770837300832824064,0.864266,0.004733,0.007717,0.502954,1
1770837300932889344,0.905659,0.004265,0.006792,0.423931,1
1770837301032893952,0.941881,0.018356,0.010886,0.335268,1
1770837301132854528,0.967158,0.028336,0.011068,0.252350,1
1770837301232899584,0.979282,0.021683,0.007923,0.201179,1
1770837301332877824,0.985605,0.020257,0.006731,0.167710,1
1770837301432836352,0.989214,0.019481,0.005939,0.145054,1
1770837301532880384,0.992805,0.008928,0.004092,0.119335,1
1770837301632865792,0.993077,-0.000111,0.003111,0.117428,1
1770837301732839680,0.992308,-0.003496,0.003544,0.123692,1
1770837301832798208,0.991601,-0.004558,0.003408,0.129211,1
1770837301932838912,0.991345,-0.002821,0.003530,0.131204,1
1770837302032811776,0.992500,-0.001280,0.003024,0.122199,1
1770837302132778752,0.997614,-0.001035,0.002598,0.068979,1
1770837302232831744,0.999419,0.001755,0.001657,-0.033990,1
1770837302332841984,0.988990,-0.003753,0.002496,-0.147914,1
1770837302432822016,0.962969,-0.001634,-0.000120,-0.269608,1
1770837302532868864,0.928779,-0.001779,-0.001203,-0.370627,1
1770837302632871168,0.883005,-0.001193,-0.002858,-0.469354,1
1770837302732838656,0.829051,-0.001969,-0.002964,-0.559161,1
1770837302832906240,0.777867,-0.000307,-0.005172,-0.628407,1
1770837302932881920,0.709543,0.005153,-0.011733,-0.704546,1
1770837303032845312,0.626132,0.006874,-0.013174,-0.779575,1
1770837303132890112,0.575613,-0.004158,-0.002535,-0.817708,1
1770837303232864256,0.562709,-0.004380,-0.002127,-0.826641,1
1770837303332828160,0.570087,-0.004290,-0.002123,-0.821570,1
1770837303432883200,0.577260,-0.003062,-0.003350,-0.816548,1
1770837303532856576,0.578364,-0.000264,-0.006829,-0.815750,1
1770837303632820736,0.582390,-0.001318,-0.005442,-0.812890,1
1770837303732870656,0.608078,-0.004692,0.000265,-0.793863,1
1770837303832843520,0.682369,-0.004001,0.000030,-0.730997,1
1770837303932808192,0.757006,-0.002459,-0.001196,-0.653402,1
1770837304032852992,0.808524,0.000992,-0.002728,-0.588456,1
1770837304132830720,0.844511,0.008696,-0.006770,-0.535424,1
1770837304232798720,0.886508,0.010946,-0.005744,-0.462548,1
1770837304532729088,0.994177,-0.007798,0.005812,-0.107323,1
1770837304632711936,0.990732,-0.001883,0.004908,-0.135727,1
1770837304732674304,0.988936,-0.000815,0.004563,-0.148271,1
1770837304832721664,0.986114,-0.001103,0.004604,-0.166000,1
1770837304932699392,0.982412,-0.001394,0.004618,-0.186662,1
1770837305032668160,0.982029,-0.003322,0.005093,-0.188632,1
1770837305132745984,0.982966,-0.005805,0.005599,-0.183610,1
1770837305232732672,0.984149,-0.004200,0.005213,-0.177215,1
1770837305332698880,0.986402,-0.003350,0.004990,-0.164240,1
1770837305432747520,0.989059,-0.002167,0.004689,-0.147430,1
1770837305532726528,0.991362,-0.001620,0.004516,-0.131064,1
1770837305632701696,0.993624,-0.000023,0.003510,-0.112688,1
1770837305732752640,0.995861,0.002880,0.003192,-0.090786,1
1770837305832727808,0.996996,-0.001443,0.004295,-0.077326,1
1770837305932687872,0.998104,-0.005521,0.004825,-0.061112,1
1770837306032729344,0.998705,-0.005625,0.004778,-0.050346,1
1770837306132705024,0.999140,-0.005533,0.004703,-0.040832,1
1770837306232691200,0.999548,-0.001769,0.004391,-0.029693,1
1770837306332732928,0.999803,0.005681,0.003175,-0.018774,1
1770837306432706304,0.998704,-0.040260,0.029290,-0.010583,1
1770837306532673024,0.983639,-0.151543,0.096719,-0.011577,1
1770837306632726016,0.963600,-0.265998,-0.018048,0.019850,1
1770837306732710912,0.928186,-0.368652,0.049458,0.010984,1
1770837306832678400,0.896632,-0.440971,0.013274,0.037672,1
1770837306932726016,0.873236,-0.484937,0.006446,0.047458,1
1770837307032709888,0.858546,-0.509217,-0.001878,0.059948,1
1770837307132679168,0.845316,-0.530292,-0.005673,0.064804,1
1770837307232727808,0.826548,-0.558736,-0.008029,0.067589,1
1770837307332705280,0.811803,-0.579684,-0.008829,0.069745,1
1770837307432673536,0.803362,-0.590840,-0.008811,0.073760,1
1770837307532721920,0.797090,-0.598499,-0.010721,0.079571,1
1770837307632698368,0.789261,-0.608047,-0.013714,0.084610,1
1770837307732667904,0.782896,-0.615730,-0.015866,0.087741,1
1770837307832717568,0.779400,-0.619690,-0.016168,0.090881,1
1770837307932697344,0.777238,-0.622030,-0.016251,0.093356,1
1770837308032685056,0.776741,-0.622232,-0.015571,0.096220,1
1770837308132743936,0.778158,-0.620304,-0.016271,0.097103,1
1770837308232717568,0.780219,-0.617975,-0.017061,0.095259,1
1770837308332685312,0.788986,-0.607915,-0.012877,0.088168,1
1770837308432729600,0.812116,-0.578608,-0.004776,0.075222,1
1770837308532713216,0.849486,-0.523282,0.016651,0.065361,1
1770837308632677120,0.900981,-0.424979,0.075590,0.043730,1
1770837308732720640,0.939173,-0.327935,0.094670,0.038082,1
1770837308832692224,0.966220,-0.229702,0.112086,0.033043,1
1770837308932654592,0.975631,-0.147038,0.159996,0.030422,1
1770837309032697088,0.982586,-0.082878,0.159420,0.047343,1
1770837309132641024,0.989352,-0.056944,0.126411,0.044266,1
1770837309232596736,0.994256,-0.041994,0.088352,0.043420,1
1770837309332643072,0.997246,-0.027964,0.048698,0.048452,1
1770837310232611840,0.985449,0.146726,0.083489,0.019796,1
1770837310332572672,0.972222,0.233563,0.009539,-0.011908,1
1770837310432616192,0.951252,0.305947,-0.010915,-0.037384,1
1770837310532595200,0.923494,0.379604,-0.008773,-0.054615,1
1770837310632573696,0.895182,0.440679,-0.010916,-0.065815,1
1770837310732617216,0.872952,0.482938,-0.015087,-0.067075,1
1770837310832649472,0.851292,0.521074,-0.003963,-0.061377,1
1770837310932613120,0.830345,0.553379,-0.007829,-0.065091,1
1770837311032660992,0.815349,0.574468,-0.007239,-0.071697,1
1770837311132639488,0.802068,0.591731,-0.003077,-0.080824,1
1770837311232607744,0.786988,0.610297,-0.012759,-0.089577,1
1770837311332655616,0.773648,0.625864,-0.028031,-0.094749,1
1770837311432632320,0.772905,0.626297,-0.030361,-0.097202,1
1770837311532617216,0.774759,0.623640,-0.032297,-0.098889,1
1770837311632670976,0.780899,0.615986,-0.032499,-0.098500,1
1770837311732683264,0.789671,0.605120,-0.027086,-0.097552,1
1770837311832649472,0.796894,0.597156,-0.021457,-0.088908,1
1770837311932696832,0.806159,0.584622,-0.025483,-0.087609,1
1770837312032673536,0.836205,0.542529,-0.008284,-0.079723,1
1770837312132641024,0.884721,0.461960,0.026630,-0.056144,1
1770837312232694528,0.932586,0.355528,0.055848,-0.027637,1
1770837312332670976,0.965109,0.261384,0.014376,0.006058,1
1770837312432634624,0.983475,0.179849,-0.014411,0.014953,1
1770837312632436992,0.997854,0.061994,0.003011,0.020863,1
1770837312732494080,0.999356,-0.000518,-0.030980,0.018093,1
1770837312832478720,0.999385,0.000691,-0.029586,0.018817,1
1770837312932459264,0.999294,-0.003179,-0.032818,0.017984,1
1770837313032506624,0.999399,-0.002839,-0.032091,0.012774,1
1770837313132481792,0.999394,-0.002832,-0.031959,0.013470,1
1770837313232451072,0.999385,-0.002812,-0.031931,0.014207,1
1770837313332498944,0.999371,-0.002782,-0.031901,0.015225,1
1770837313432473344,0.999353,-0.002751,-0.031884,0.016385,1
1770837313532436992,0.999332,-0.002721,-0.031909,0.017626,1
1770837313632484864,0.999308,-0.002674,-0.031912,0.018937,1
1770837313732468736,0.999283,-0.002632,-0.031906,0.020198,1
1770837313832432640,0.999257,-0.002603,-0.031912,0.021434,1
1770837313932480512,0.999232,-0.002555,-0.031918,0.022596,1
1770837314032462336,0.999206,-0.002529,-0.031914,0.023702,1
1770837314132436992,0.999182,-0.002483,-0.031903,0.024726,1
1770837314232484352,0.999157,-0.002467,-0.031917,0.025704,1
1770837314332475648,0.999058,-0.002578,-0.031969,0.029238,1
1770837314432440064,0.999034,-0.002545,-0.031960,0.030052,1
1770837314532484608,0.999011,-0.002532,-0.031957,0.030804,1
1770837314632463104,0.998989,-0.002516,-0.031959,0.031522,1
1770837314732432640,0.998967,-0.002518,-0.031967,0.032184,1
1770837314832478464,0.998947,-0.002507,-0.031968,0.032809,1
1770837314932461568,0.998928,-0.002497,-0.031958,0.033385,1
1770837315032450304,0.998910,-0.002475,-0.031963,0.033936,1
1770837315132494080,0.998893,-0.002473,-0.031961,0.034430,1
1770837315232494336,0.998876,-0.002464,-0.031964,0.034906,1
1770837315332489728,0.998861,-0.002454,-0.031966,0.035336,1
1770837315432556032,0.998847,-0.002451,-0.031968,0.035740,1
1770837315532534528,0.998834,-0.002426,-0.031970,0.036100,1
1770837315632505600,0.998822,-0.002414,-0.031958,0.036441,1
1770837315732558848,0.998810,-0.002411,-0.031973,0.036752,1
1770837315832535552,0.998799,-0.002409,-0.031980,0.037052,1
1770837315932505344,0.998789,-0.002398,-0.031971,0.037326,1
1770837316032556544,0.998779,-0.002387,-0.031965,0.037594,1
1770837316132541952,0.998770,-0.002364,-0.031960,0.037841,1
1770837316232511488,0.998761,-0.002354,-0.031956,0.038064,1
1770837316332564224,0.998754,-0.002358,-0.031948,0.038265,1
1770837316432542976,0.998747,-0.002362,-0.031935,0.038457,1
1770837316532521216,0.998746,-0.002337,-0.031947,0.038485,1
1770837316632567552,0.998821,0.000253,-0.029824,0.038298,1
1770837316732555008,0.998283,0.040265,-0.008341,0.041706,1
1770837316832573184,0.997438,0.045940,-0.035207,0.042033,1
1770837317032521984,0.928488,-0.014765,-0.366103,0.060505,1
1770837317132496128,0.917617,-0.024331,-0.392853,0.055257,1
1770837317232461568,0.913647,-0.046745,-0.402000,0.038215,1
1770837317332507904,0.874602,-0.059755,-0.480789,0.018496,1
1770837317432486144,0.818019,-0.058891,-0.572130,-0.006617,1
1770837317532454144,0.798105,-0.048376,-0.600333,-0.016971,1
1770837317632526848,0.788462,-0.047793,-0.612740,-0.024340,1
1770837317732503808,0.792306,-0.045421,-0.607970,-0.023693,1
1770837317832484352,0.790841,-0.046581,-0.609805,-0.023217,1
1770837317932560640,0.789040,-0.044885,-0.612182,-0.025177,1
1770837318032544768,0.789230,-0.041749,-0.612095,-0.026707,1
1770837318132509696,0.777838,-0.037117,-0.626716,-0.028590,1
1770837318232561920,0.779620,-0.031625,-0.624897,-0.026378,1
1770837318332541184,0.789087,-0.025170,-0.613140,-0.027713,1
1770837318432556288,0.818136,-0.005164,-0.574424,-0.025756,1
1770837318532600576,0.892167,-0.004951,-0.451555,-0.010614,1
1770837318632578048,0.961804,-0.008620,-0.273556,-0.005181,1
1770837318732537856,0.988703,0.016804,-0.148530,-0.011105,1
1770837318832582656,0.997327,0.018951,-0.070428,-0.004359,1
1770837318932570112,0.996157,0.003645,0.087483,0.002320,1
1770837319032534016,0.986263,-0.001036,0.164797,0.011269,1
1770837319132578304,0.981259,0.009274,0.192056,0.012634,1
