Time,inertial-6286.188861:estLinearAccelZ,inertial-6286.188861:estLinearAccelZ:valid,inertial-6286.188861:estLinearAccelX,inertial-6286.188861:estLinearAccelX:valid,inertial-6286.188861:estLinearAccelY,inertial-6286.188861:estLinearAccelY:valid
1771013550393183744,0.03151547908782959,1,-0.0009634399320930243,1,-0.0003774912329390645,1
1771013550493219840,0.03757144510746002,1,0.0001328112703049555,1,0.004986092913895845,1
1771013550593186816,0.05115996673703194,1,0.002841973677277565,1,0.006291856989264488,1
1771013550693159936,0.03885289654135704,1,-0.002490351907908916,1,0.003169495612382889,1
1771013550793191424,0.0387483611702919,1,-0.002804955234751105,1,0.003551417961716652,1
1771013550893158912,0.04092666134238243,1,0.002015634439885616,1,-0.001287267776206136,1
1771013550993150208,0.04526512697339058,1,-0.003251804737374187,1,-0.00177029671613127,1
1771013551093175296,0.0423433780670166,1,0.005298428703099489,1,0.007200058549642563,1
1771013551193133568,0.04058609157800674,1,0.0002239784225821495,1,0.005340734496712685,1
1771013551293115648,0.03706800937652588,1,0.002915199846029282,1,0.003370416350662708,1
1771013551393138176,0.05000901967287064,1,-0.002389922505244613,1,0.007193186786025763,1
1771013551493091072,0.04257757589221001,1,-0.0002508318284526467,1,0.002507787896320224,1
1771013551593056000,0.03156792372465134,1,0.003568146843463182,1,0.007266867905855179,1
1771013551693104640,0.03383436799049377,1,0.008036516606807709,1,0.0004951393930241466,1
1771013551793065472,0.04480460286140442,1,-0.003367620753124356,1,0.007932773791253567,1
1771013551893013248,0.04169550165534019,1,0.001978800864890218,1,0.003381171030923724,1
1771013551993048832,0.0333576612174511,1,-0.005078045185655355,1,0.004039566963911057,1
1771013552093023744,0.04320114478468895,1,0.003317791502922773,1,0.00316084991209209,1
1771013552192998144,0.04417604207992554,1,-0.004564617294818163,1,0.002897136611863971,1
1771013552293021952,0.04093208163976669,1,-0.001187500078231096,1,0.006786132231354713,1
1771013552392982016,0.03566087037324905,1,0.0009522014879621565,1,0.00665548350661993,1
1771013552492941568,0.04240324348211288,1,0.004067494999617338,1,0.002799678593873978,1
1771013552592989952,0.04199903085827827,1,-0.00222285371273756,1,-0.0004989206790924072,1
1771013552692954624,0.04004991054534912,1,0.002304187510162592,1,0.004369245376437902,1
1771013552792919040,0.03206991776823997,1,-0.004424144513905048,1,0.005906225182116032,1
1771013552892967168,0.04927564412355423,1,-0.001637336798012257,1,0.005654195323586464,1
1771013552992955392,0.04482988268136978,1,-0.003105793613940477,1,0.00326632778160274,1
1771013553092928512,0.05054093897342682,1,0.00837196409702301,1,0.001272525871172547,1
1771013553192968192,0.03580952063202858,1,-0.003931833896785975,1,-0.002393334871158004,1
1771013553292932352,0.04209237918257713,1,-0.004891612567007542,1,0.003004339057952166,1
1771013553392888064,0.04436997696757317,1,-0.0002424510312266648,1,0.007745782844722271,1
1771013553492934656,0.04158405214548111,1,-0.007905400358140469,1,0.004692343529313803,1
1771013553592943360,0.03096615895628929,1,-0.002449936466291547,1,0.002788576763123274,1
1771013553692890368,0.04527061805129051,1,0.003251015208661556,1,0.002607992151752114,1
1771013553792966912,0.04698873683810234,1,0.002481485716998577,1,-0.003054537111893296,1
1771013553892929536,0.03688672930002213,1,-0.003342465264722705,1,0.004102459643036127,1
1771013553992887552,0.03104237280786037,1,-0.01272785384207964,1,0.002046896843239665,1
1771013554092916736,0.04713356494903564,1,-0.0005844673723913729,1,0.003784913802519441,1
1771013554192891904,0.04440811276435852,1,-0.223786473274231,1,0.1463933885097504,1
1771013554292851968,0.07060608267784119,1,-0.06703811883926392,1,-0.1699969321489334,1
1771013554392883200,-0.04436340555548668,1,0.2055072635412216,1,0.456770122051239,1
1771013554492838656,0.08614598214626312,1,0.1781319975852966,1,0.2990551590919495,1
1771013554592786688,0.1071855947375298,1,0.1723331063985825,1,-0.249090388417244,1
1771013554692820224,-0.01559110172092915,1,0.353331059217453,1,0.7273218631744385,1
1771013554792798208,0.02482491172850132,1,0.4841975569725037,1,0.518996000289917,1
1771013554892760064,0.1064393520355225,1,0.321751207113266,1,-0.01556265633553267,1
1771013554992830976,0.02604541555047035,1,0.03391074761748314,1,0.2904635965824127,1
1771013555092808192,0.2465606033802032,1,-0.3739763498306274,1,0.7310229539871216,1
1771013555192861184,0.05308393016457558,1,0.5717794895172119,1,1.182923674583435,1
1771013555292897536,0.1343569904565811,1,0.8876474499702454,1,1.465730667114258,1
1771013555392877824,-0.1305139064788818,1,0.7742071747779846,1,1.045823574066162,1
1771013555492833536,-0.08249673992395401,1,0.6237619519233704,1,0.3189361691474915,1
1771013555592887808,0.06365851312875748,1,0.8831049799919128,1,-0.962035596370697,1
1771013555692903936,-0.01162682473659515,1,1.384076356887817,1,0.6212513446807861,1
1771013555792844544,0.02976008132100105,1,0.009144773706793785,1,-1.421997547149658,1
1771013555892871936,0.03491125255823135,1,0.205104649066925,1,-0.2880153059959412,1
1771013555992878592,0.04376309737563133,1,8.019665256142616e-05,1,-0.006651740986853838,1
1771013556092861952,0.0296638123691082,1,-0.3023218512535095,1,0.4195221066474915,1
1771013556192891648,0.03559277951717377,1,-0.000890950788743794,1,0.01320068351924419,1
1771013556292858368,0.03969376161694527,1,0.001014100504107773,1,0.006735454779118299,1
1771013556392827648,0.03853766992688179,1,-0.0001244461163878441,1,0.001791754853911698,1
1771013556492856576,0.04185947403311729,1,0.002365845022723079,1,0.01007163058966398,1
1771013556592815360,0.0128605542704463,1,-0.1512248814105988,1,0.5882692933082581,1
1771013556692764928,0.03796345368027687,1,-0.3753754496574402,1,-0.2602901458740234,1
1771013556792795648,0.0489993542432785,1,-0.1395706981420517,1,0.07597033679485321,1
1771013556892795648,0.1069990694522858,1,-0.3051107227802277,1,-0.8054559826850891,1
1771013556992748032,0.03385526686906815,1,-0.0003268016735091805,1,-0.006576507352292538,1
1771013557092795392,0.0406082347035408,1,-0.006141910329461098,1,-0.002140045864507556,1
1771013557192739584,-0.1062178239226341,1,0.6047700643539429,1,-0.8886551856994629,1
1771013557392619264,0.2697032988071442,1,0.002911817282438278,1,0.2642826437950134,1
1771013557492659712,0.05931635200977325,1,0.007597371004521847,1,0.02481138147413731,1
1771013557592619776,0.07051084935665131,1,0.001299292664043605,1,0.03095216676592827,1
1771013557692579072,0.02651466242969036,1,-0.0009540801402181387,1,-0.02878499217331409,1
1771013557792607232,0.03285704180598259,1,-0.001515484531410038,1,-0.008398828096687794,1
1771013557892564736,0.04052829742431641,1,-0.0009892479283735156,1,-0.004371100105345249,1
1771013557992516096,0.04388375207781792,1,0.004820443224161863,1,-0.000158986309543252,1
1771013558092559360,0.04348516091704369,1,0.00158153404481709,1,0.001452825148589909,1
1771013558192548096,0.04175175726413727,1,0.0006719996454194188,1,-0.001076130429282784,1
1771013558292502016,0.04054723307490349,1,-0.0002883450943045318,1,-0.000469285761937499,1
1771013558392548608,0.04023848846554756,1,-0.002282027853652835,1,-0.001557789975777268,1
1771013558492533504,0.03928461670875549,1,0.002795521635562181,1,0.00241671409457922,1
1771013558592523776,0.04415145516395569,1,0.005675987806171179,1,0.001432738266885281,1
1771013558692562688,0.03658847510814667,1,-0.0001869354455266148,1,-0.002995523624122143,1
1771013558792525824,0.03782841935753822,1,0.002724059391766787,1,0.0003973022103309631,1
1771013558892475136,0.04829917103052139,1,-0.002800506073981524,1,-0.006973791401833296,1
1771013558992520448,0.04230000823736191,1,0.003840856952592731,1,-0.004172046668827534,1
1771013559092515072,0.03314770013093948,1,0.002308451803401113,1,-0.005381462164223194,1
1771013559192471040,0.04112594202160835,1,0.002936846343800426,1,-0.004676860757172108,1
1771013559292564480,0.04114644974470139,1,0.006371738389134407,1,-0.002507018623873591,1
1771013559392835584,0.03859998658299446,1,-0.003637896385043859,1,-0.00143406807910651,1
1771013559492803328,0.03839059919118881,1,0.0006900629960000515,1,-0.0001789515372365713,1
1771013559592840448,0.04463260620832443,1,0.005276764277368784,1,-0.001931011094711721,1
1771013559692812800,0.04001488909125328,1,0.003768069902434945,1,-0.000813882565125823,1
1771013559792772608,0.04201580584049225,1,0.000289417221210897,1,-0.00352870486676693,1
1771013559892805888,0.03707125782966614,1,0.0002116008254233748,1,-0.004283358342945576,1
1771013559992765696,0.04252840951085091,1,-0.0006044333567842841,1,0.0001461869105696678,1
1771013560092751872,0.04774909466505051,1,-0.001263578422367573,1,-0.00260281260125339,1
1771013560192784896,0.04426965117454529,1,-0.001260911580175161,1,-0.002038903068751097,1
1771013560292747264,0.03773033991456032,1,-0.001046698773279786,1,-0.000438175571616739,1
1771013560392709120,0.04373433440923691,1,-0.001079587265849113,1,-0.004249310586601496,1
1771013560492740608,0.03899085149168968,1,0.00150992872659117,1,0.003310455940663815,1
1771013560592698624,0.04081382974982262,1,-0.001384985167533159,1,0.001853903639130294,1
1771013560692653312,0.03609435260295868,1,0.0009012516820803285,1,-0.001179192680865526,1
1771013560792694528,0.04459244385361671,1,0.0007030245615169406,1,-0.0002031604817602783,1
1771013560892696832,0.04743858054280281,1,-0.001877980772405863,1,0.001084525603801012,1
1771013560992683264,0.04105230793356895,1,-0.003831485752016306,1,-0.005295172333717346,1
1771013561092727808,0.04049864411354065,1,-0.003663975279778242,1,-0.006791812833398581,1
1771013561192686080,0.0460820160806179,1,-0.001768363988958299,1,-0.004589457530528307,1
1771013561292648448,0.04850426688790321,1,0.001354729873128235,1,0.0006957290461286902,1
1771013561392681216,0.0353677049279213,1,-0.00434159254655242,1,-0.00473822420462966,1
1771013561492660224,0.04268055036664009,1,-0.0009450362995266914,1,0.0009938431903719902,1
