Time,inertial-6286.188861:estLinearAccelX,inertial-6286.188861:estLinearAccelX:valid,inertial-6286.188861:estLinearAccelY,inertial-6286.188861:estLinearAccelY:valid,inertial-6286.188861:estLinearAccelZ,inertial-6286.188861:estLinearAccelZ:valid
1771619747436651264,-0.1727090030908585,1,-0.09998249262571335,1,0.3064643442630768,1
1771619747446646528,-0.08352590352296829,1,0.05224862694740295,1,-0.1412214636802673,1
1771619747456631552,0.04249445721507072,1,0.05478251352906227,1,0.1430614739656448,1
1771619747466606848,0.04481590166687965,1,0.07853875309228897,1,-0.1027251705527306,1
1771619747476572928,-0.03403281047940254,1,0.0007097098277881742,1,0.1285006403923035,1
1771619747486529536,0.001119923661462963,1,-0.03189925476908684,1,0.0348486453294754,1
1771619747496475904,0.01038493774831295,1,-0.04524781182408333,1,0.07206059992313385,1
1771619747506412800,-0.03380412980914116,1,0.03893988579511642,1,0.02865475416183472,1
1771619747516339712,0.01555484347045422,1,-0.0258692279458046,1,0.07469284534454346,1
1771619747526256640,0.01629193499684334,1,-0.01873742043972015,1,0.03606507927179337,1
1771619747536163584,0.01615699008107185,1,0.006254198029637337,1,0.06183398142457008,1
1771619747546061056,0.009215756319463253,1,-0.01109283044934273,1,0.02982286550104618,1
1771619747555948544,0.01039272639900446,1,0.002092691604048014,1,0.02732155099511147,1
1771619747566062592,-0.01017384603619576,1,-0.001718702842481434,1,0.04029817879199982,1
1771619747576166656,0.01563358493149281,1,-0.009244794957339764,1,0.04086499288678169,1
1771619747586261248,0.01036714110523462,1,0.01081374287605286,1,0.05193042382597923,1
1771619747596345600,-0.006947746966034174,1,-0.01242404896765947,1,0.04872991144657135,1
1771619747606420480,-0.007059147581458092,1,-0.0190719235688448,1,0.03286545723676682,1
1771619747616484864,0.004740711767226458,1,0.003574439091607928,1,0.04421573132276535,1
1771619747626539520,0.00693298177793622,1,0.00855929683893919,1,0.02948851697146893,1
1771619747636584192,-0.005158860236406326,1,0.02207177504897118,1,0.05704662948846817,1
1771619747646619136,-0.01386587787419558,1,0.006508029997348785,1,0.04513005539774895,1
1771619747656643840,-0.0007619097013957798,1,-0.006569154094904661,1,0.04691940173506737,1
1771619747666659072,0.004526359960436821,1,-0.0006755338399671018,1,0.02855454385280609,1
1771619747676664320,-0.001710112323053181,1,0.01694391295313835,1,0.04808450490236282,1
1771619747686659328,0.008996418677270412,1,0.008866878226399422,1,0.05013923719525337,1
1771619747696644864,0.006576514802873135,1,0.0160396546125412,1,0.04201342910528183,1
1771619747706620416,-0.003906803671270609,1,0.005965911317616701,1,0.03850719332695007,1
1771619747716587264,-0.01344309840351343,1,0.0002873678167816252,1,0.03886111825704575,1
1771619747726544384,-0.003070439677685499,1,-0.000765239994507283,1,0.04270251467823982,1
1771619747736491520,0.003167846007272601,1,0.01456755492836237,1,0.03275187313556671,1
1771619747746428672,0.007060173898935318,1,0.008869772776961327,1,0.03035330958664417,1
1771619747756356352,0.01300691626966,1,0.0139087550342083,1,0.04917316138744354,1
1771619747766274304,-0.008217471651732922,1,0.01212152652442455,1,0.04296739399433136,1
1771619747776182528,0.002149690641090274,1,-0.001559325377456844,1,0.02947531268000603,1
1771619747786080768,-0.004411271307617426,1,0.02225060760974884,1,0.03392995521426201,1
1771619747795969024,-0.01150858961045742,1,0.01062926650047302,1,0.04120334982872009,1
1771619747806081024,-0.003763454267755151,1,0.001938196248374879,1,0.03368202224373817,1
1771619747816183040,0.002435335190966725,1,0.00699133612215519,1,0.03333576768636703,1
1771619747826275328,-0.01904667913913727,1,0.01029432192444801,1,0.03971419110894203,1
1771619747836357376,-0.01470411662012339,1,-0.003665068419650197,1,0.04965224862098694,1
1771619747846429696,0.003069658996537328,1,0.006088785361498594,1,0.03571967035531998,1
1771619747856492032,-0.007019985001534224,1,0.003085886128246784,1,0.04324948787689209,1
1771619747866544384,-0.0008503742865286767,1,0.01770423538982868,1,0.03993944451212883,1
1771619747876587008,0.002433968475088477,1,0.009538573212921619,1,0.04799680411815643,1
1771619747886619392,0.001819212455302477,1,-0.00233910814858973,1,0.05430709570646286,1
1771619747896642048,-0.003256803145632148,1,0.008083384484052658,1,0.03996707126498222,1
1771619747906654720,-0.001682392321527004,1,-0.0009420813294127584,1,0.03095138445496559,1
1771619747916657408,-0.001920234295539558,1,0.0008732359856367111,1,0.02947686240077019,1
1771619747926650112,1.46249403769616e-05,1,0.0208231508731842,1,0.04802117124199867,1
1771619747936633088,-0.00337658915668726,1,0.02055193856358528,1,0.04566954076290131,1
1771619747946606080,0.01072846166789532,1,0.001846486469730735,1,0.03842072188854218,1
1771619747956569344,-0.00543903699144721,1,-0.003796604229137301,1,0.04179298132658005,1
1771619747966522880,0.002794885076582432,1,-0.00138706318102777,1,0.04263289272785187,1
1771619747976466688,0.007253674324601889,1,0.01235609222203493,1,0.04229984059929848,1
1771619747986401024,0.0001617794478079304,1,0.01325993519276381,1,0.03936487063765526,1
1771619747996325376,0.0041761239990592,1,0.01383617054671049,1,0.04892102256417274,1
1771619748006239488,-0.007602219004184008,1,0.004293471574783325,1,0.04121710360050201,1
1771619748016144384,-0.002497583162039518,1,-0.006976308766752481,1,0.04358101263642311,1
1771619748026039040,0.004949823953211308,1,-0.002214858308434486,1,0.03786185756325722,1
1771619748035924224,-0.004933624994009733,1,0.004008077550679445,1,0.02887086197733879,1
1771619748046034688,-0.007562161888927221,1,0.01267327275127172,1,0.05167783051729202,1
1771619748056135168,0.001940588117577136,1,0.005021590739488602,1,0.05224335193634033,1
1771619748066225408,-0.001122481538914144,1,0.0002421487297397107,1,0.04354966059327126,1
1771619748076305920,0.001166541362181306,1,-0.01087749749422073,1,0.03516560420393944,1
1771619748086376448,-0.002127166604623199,1,0.002568150870501995,1,0.03099215775728226,1
1771619748096437248,0.003008716972544789,1,0.01393686234951019,1,0.04113573953509331,1
1771619748106487808,-0.008949795737862587,1,0.0183707382529974,1,0.03662959858775139,1
1771619748116528640,0.002305470174178481,1,0.01397776231169701,1,0.04863515496253967,1
1771619748126559488,-0.0002209654630860314,1,0.007364482153207064,1,0.03753416612744331,1
1771619748136580608,-0.01481694169342518,1,-0.005356165580451488,1,0.03823345899581909,1
1771619748146592000,-0.003330922918394208,1,0.003567300271242857,1,0.03068893030285835,1
1771619748156593664,0.008094430901110172,1,0.006543060764670372,1,0.03752255067229271,1
1771619748166585088,-0.003842098638415337,1,0.0235257800668478,1,0.04142054542899132,1
1771619748176567040,0.0005539972335100174,1,0.005037098657339811,1,0.05100853741168976,1
1771619748186539008,-0.004027960356324911,1,0.01098983827978373,1,0.04328195378184319,1
1771619748196500736,0.006143294274806976,1,0.004424941726028919,1,0.03393620252609253,1
1771619748206452992,-0.004375806543976068,1,-0.005119107197970152,1,0.03251795843243599,1
1771619748216395264,0.003285122336819768,1,0.004020960070192814,1,0.03935873880982399,1
1771619748226327808,0.0002604103065095842,1,0.02282648719847202,1,0.04443486034870148,1
1771619748236250624,-0.004415707662701607,1,0.0103446627035737,1,0.05553894862532616,1
1771619748246163200,0.006836272776126862,1,-0.001327453413978219,1,0.04118524864315987,1
1771619748256067328,-0.009935562498867512,1,-0.001133007928729057,1,0.03071342967450619,1
1771619748265961728,0.006261049769818783,1,-0.008166126906871796,1,0.03152612969279289,1
1771619748275846144,-0.009069059044122696,1,0.01805519126355648,1,0.03727593272924423,1
1771619748285954304,-0.004455157555639744,1,0.0087894257158041,1,0.05498511716723442,1
1771619748296052992,0.004581778775900602,1,0.006784240715205669,1,0.04806036129593849,1
1771619748306141440,-0.002877453807741404,1,0.007615066599100828,1,0.04535531625151634,1
1771619748316219904,-0.006166010163724422,1,-0.006328591145575047,1,0.04631185904145241,1
1771619748326288384,-0.005908115766942501,1,-0.01194490306079388,1,0.04511313512921333,1
1771619748336346880,-0.001414413098245859,1,0.005991869140416384,1,0.02739003859460354,1
1771619748346395904,0.01330387219786644,1,0.006945135537534952,1,0.0491933599114418,1
1771619748356434944,0.006180626340210438,1,0.01794740371406078,1,0.0504208505153656,1
1771619748366464000,0.0009848567424342036,1,0.001529790461063385,1,0.04204020649194717,1
1771619748376482816,-0.0008898669038899243,1,-0.004159844014793634,1,0.0321691706776619,1
1771619748386491904,0.002389879198744893,1,0.002942304825410247,1,0.03664556890726089,1
1771619748396491008,-0.0004952767631039023,1,0.003607204649597406,1,0.04145247116684914,1
1771619748406480384,-0.004685868509113789,1,0.02450750395655632,1,0.04358832165598869,1
1771619748416459776,0.001684902003034949,1,0.008674106560647488,1,0.05798595771193504,1
1771619748426429184,-0.008625037968158722,1,-0.004505161195993423,1,0.03222016990184784,1
1771619748436389120,0.01557886321097612,1,-0.008725089952349663,1,0.03569888323545456,1
1771619748446339072,0.004535086452960968,1,-0.007522187661379576,1,0.03037869744002819,1
1771619748456280064,0.01589382253587246,1,0.007768217008560896,1,0.02610690519213676,1
1771619748466211328,0.01772899180650711,1,0.004800090566277504,1,0.04320015013217926,1
1771619748476132864,0.003760727122426033,1,0.005926227197051048,1,0.06065598502755165,1
1771619748486044416,0.009862909093499184,1,0.0005005705170333385,1,0.0444316454231739,1
1771619748495946496,0.006315757520496845,1,-0.01317398343235254,1,0.03367555886507034,1
