1770412819967783168,0.999951,0.005654,0.000922,-0.008026
1770412820067733504,0.999951,0.005661,0.000924,-0.008041
1770412820167785472,0.999951,0.005674,0.000926,-0.008056
1770412820267772160,0.999951,0.005670,0.000913,-0.008074
1770412820367735296,0.999951,0.005687,0.000917,-0.008082
1770412820467774720,0.999951,0.005716,0.000912,-0.008096
1770412820567748096,0.999950,0.005744,0.000916,-0.008110
1770412820667727872,0.999950,0.005769,0.000919,-0.008119
1770412820767815168,0.999950,0.005774,0.000921,-0.008136
1770412820867805184,0.999950,0.005786,0.000913,-0.008150
1770412820967762944,0.999949,0.005803,0.000930,-0.008167
1770412821067831808,0.999949,0.005807,0.000929,-0.008187
1770412821167858944,0.999949,0.005813,0.000939,-0.008190
1770412821267815168,0.999949,0.005821,0.000952,-0.008198
1770412821367853824,0.999949,0.005829,0.000952,-0.008213
1770412821467837184,0.999949,0.005834,0.000958,-0.008221
1770412821567804160,0.999949,0.005832,0.000943,-0.008235
1770412821667886336,0.999949,0.005839,0.000941,-0.008250
1770412821767858176,0.999948,0.005839,0.000936,-0.008261
1770412821867817472,0.999948,0.005860,0.000939,-0.008279
1770412821967855104,0.999948,0.005869,0.000938,-0.008295
1770412822067835136,0.999948,0.005872,0.000936,-0.008307
1770412822167794432,0.999946,0.006237,0.000925,-0.008315
1770412822267839744,0.999949,0.005673,0.000939,-0.008323
1770412822367805184,0.999948,0.005829,0.000940,-0.008339
1770412822467757312,0.999948,0.005856,0.000948,-0.008351
1770412822567811840,0.999933,0.007992,0.000853,-0.008376
1770412822667817984,0.999944,0.006461,0.000934,-0.008387
1770412822767771392,0.999943,0.006516,0.000931,-0.008405
1770412822867840256,0.999928,0.008473,0.000815,-0.008430
1770412822967852032,0.999580,0.010068,0.000855,-0.027154
1770412823067847424,0.993060,0.010836,0.001493,-0.117095
1770412823167897344,0.982994,0.010856,0.002036,-0.183305
1770412823267878912,0.964492,0.010436,0.002814,-0.263893
1770412823367830016,0.947477,0.010411,0.003214,-0.319639
1770412823467864576,0.931106,0.010112,0.003707,-0.364589
1770412823567832576,0.913407,0.009790,0.004140,-0.406909
1770412823667785984,0.892812,0.009522,0.004469,-0.450306
1770412823767828992,0.870179,0.009170,0.004936,-0.492625
1770412823867810560,0.845774,0.008804,0.005292,-0.533442
1770412823967771136,0.812047,0.008395,0.005729,-0.583503
1770412824067847168,0.775143,0.010062,0.003019,-0.631699
1770412824167816960,0.756223,0.007999,0.006003,-0.654237
1770412824267776256,0.747183,0.007447,0.006658,-0.664543
1770412824367824128,0.727269,0.007252,0.006747,-0.686281
1770412824467796736,0.717084,0.007218,0.006652,-0.696917
1770412824567761664,0.697388,0.006882,0.007003,-0.716626
1770412824667802624,0.697387,0.006859,0.007044,-0.716627
1770412824767768832,0.697390,0.006783,0.007121,-0.716624
