FILE_INFO
ListSeparator=,
DecimalSeparator=.

SESSION_INFO
TimeZone,UTC
TimeZoneOffset,0
DateTimeFormat,nnnnnnnnnnnnnnnnnnn
StartTime,01/01/70 00:00:00.000000000
TimeFormat,Unix

DEVICE_INFO
Address,*

CHANNEL_INFO
Channel,Type,SampleRate,Equation,Coefficients,Unit,UnitSymbol,WhereApplied,WhenApplied
inertial-6286.188861:estAngularRateX,Timeseries,100Hz,,,,,,
inertial-6286.188861:estAngularRateX:valid,ValidFlag,100Hz,,,,,,
inertial-6286.188861:estAngularRateY,Timeseries,100Hz,,,,,,
inertial-6286.188861:estAngularRateY:valid,ValidFlag,100Hz,,,,,,
inertial-6286.188861:estAngularRateZ,Timeseries,100Hz,,,,,,
inertial-6286.188861:estAngularRateZ:valid,ValidFlag,100Hz,,,,,,

DATA_START
Time,inertial-6286.188861:estAngularRateX,inertial-6286.188861:estAngularRateX:valid,inertial-6286.188861:estAngularRateY,inertial-6286.188861:estAngularRateY:valid,inertial-6286.188861:estAngularRateZ,inertial-6286.188861:estAngularRateZ:valid
1771621247767886848,0.0006655033212155104,1,0.001484417589381337,1,-0.0004137531504966319,1
1771621247777458688,0.0004170535248704255,1,0.0001296125119552016,1,-0.0009100731112994254,1
1771621247786939648,-0.002306179609149694,1,0.0008605658658780158,1,-6.054827099433169e-05,1
1771621247796329472,-0.000511237361934036,1,-0.000821335066575557,1,0.0003889779327437282,1
1771621247806481408,0.0005838503711856902,1,-0.0009038884309120476,1,-0.0006441876175813377,1
1771621247817099520,-3.111839396297e-05,1,-0.0009020800935104489,1,0.0006159985205158591,1
1771621247827616000,-0.002051831688731909,1,0.001224121195264161,1,-0.000374582625227049,1
1771621247838028800,-0.001613894011825323,1,0.001026583602651954,1,-1.914669883262832e-05,1
1771621247848340480,-0.001239729579538107,1,0.0008477496448904276,1,0.00123840884771198,1
1771621247858551808,-0.001138192834332585,1,-5.910132676945068e-05,1,0.0001234860537806526,1
1771621247868663040,-0.001019362360239029,1,-0.0009745935094542801,1,0.001040140632539988,1
1771621247878674176,-9.992701234295964e-05,1,0.001011444721370935,1,0.000348217727150768,1
1771621247888598016,-0.001152230775915086,1,0.001890931860543787,1,0.001357395783998072,1
1771621247898425856,-0.0001045826429617591,1,-0.000917332770768553,1,0.0003904177283402532,1
1771621247908156672,0.0005859897355549037,1,0.001435117097571492,1,0.0003565574006643146,1
1771621247917793536,0.0004139967786613852,1,0.0003135332081001252,1,-0.0003335835353937,1
1771621247927335680,0.000252042809734121,1,-0.0005655935383401811,1,0.0003887237689923495,1
1771621247936784640,2.889614734158386e-05,1,-5.660270471707918e-05,1,-0.0004791728861164302,1
1771621247946142720,0.001193327712826431,1,-0.0002240108442492783,1,-0.0006098260055296123,1
1771621247956828160,-0.001133344252593815,1,0.0005440092645585537,1,0.001540167373605072,1
1771621247967409152,0.0008471171022392809,1,-0.001143812783993781,1,-0.0005309135303832591,1
1771621247977888512,-0.000463315227534622,1,-0.001401126268319786,1,-0.000400622229790315,1
1771621247988267008,0.001931374776177108,1,0.0003432660305406898,1,-0.0009560980834066868,1
1771621247998545408,0.0003798902325797826,1,-0.001055426080711186,1,0.0003907666250597686,1
1771621248008725248,-0.0007751242374069989,1,-0.001318224240094423,1,-0.0004050432180520147,1
1771621248018804480,-4.517847992246971e-05,1,-0.0003745148715097457,1,0.0002418302610749379,1
1771621248028786176,-0.000179589755134657,1,-0.001788185792975128,1,-0.0003345911100041121,1
1771621248038680064,-0.0009554221760481596,1,0.001805471139959991,1,-0.0006792424828745425,1
1771621248048481280,0.0001214954754686914,1,-0.000180312228621915,1,0.0008076055091805756,1
1771621248058187776,0.0009384356089867651,1,-0.0003459270519670099,1,-6.613264849875122e-05,1
1771621248067799296,-0.0006779154064133763,1,-0.001468451577238739,1,-0.0001018186085275374,1
1771621248077318656,-0.0005004508420825005,1,-0.0004084048850927502,1,0.0002891625044867396,1
1771621248086745088,0.0005118852714076638,1,-0.0002645294007379562,1,0.0005788825801573694,1
1771621248096500224,0.0004264149174559861,1,-0.0004523106617853045,1,-0.0006789154140278697,1
1771621248107134464,0.0005735491868108511,1,0.00150108605157584,1,0.0004300978034734726,1
1771621248117665792,0.001016428577713668,1,-0.001181573257781565,1,-0.000877541780937463,1
1771621248128092672,0.00143437332008034,1,-0.0008258760790340602,1,3.937158908229321e-05,1
1771621248138416896,0.0004820294852834195,1,0.00131516286637634,1,0.0002375042095081881,1
1771621248148640000,-0.001021268079057336,1,0.0007767694187350571,1,0.0005111859645694494,1
1771621248158765312,0.0007142647518776357,1,0.00116446684114635,1,-0.0003008654457516968,1
1771621248168800256,-7.876781455706805e-05,1,0.0008189057116396725,1,-0.0009501312742941082,1
1771621248178737920,0.001444762456230819,1,-0.0007805422064848244,1,-9.937726281350479e-05,1
1771621248188577792,0.0007938452763482928,1,-0.0001793633273337036,1,0.001188689842820168,1
1771621248198321920,0.0004406386578921229,1,-0.00148363143671304,1,-0.0002155119000235572,1
1771621248207971328,-0.0002508254547137767,1,0.000874128716532141,1,-0.000262323155766353,1
1771621248217526016,0.002117380267009139,1,-0.0007033998845145106,1,-0.0006155139417387545,1
1771621248226989824,-0.0005006915307603776,1,0.000687423802446574,1,-0.0003392214421182871,1
1771621248236361472,-0.0002895543584600091,1,-0.001425400376319885,1,0.0006174812442623079,1
1771621248246780928,0.00150387897156179,1,-0.0003758376115001738,1,-0.001231516944244504,1
1771621248257384448,-3.984576324000955e-05,1,0.001313207321800292,1,-0.0005199213046580553,1
1771621248267884800,-0.00141447689384222,1,-0.0002125430619344115,1,0.000168310958542861,1
1771621248278281728,-0.0002106180327245966,1,-2.735321504587773e-05,1,-0.0004556908388622105,1
1771621248288578048,-0.000421111035393551,1,0.00093984161503613,1,-0.0006079496233724058,1
1771621248298779136,0.0001525462866993621,1,0.0002781275834422559,1,0.000930581649299711,1
1771621248308883200,-9.409733138454612e-06,1,-0.0004419345059432089,1,-0.001328623504377902,1
1771621248318889984,-0.0001558727235533297,1,0.0002669729001354426,1,0.0005111960927024484,1
1771621248328798976,0.001637389068491757,1,-0.0004937156918458641,1,0.0003845712053589523,1
1771621248338610176,-0.0002057471428997815,1,-0.002014440717175603,1,-0.001357609988190234,1
1771621248348325120,0.0006622369983233511,1,0.000508824537973851,1,-0.000647528562694788,1
1771621248357944832,-0.0004206108278594911,1,-0.0003994296421296895,1,0.001391522120684385,1
1771621248367470592,0.001113527221605182,1,0.000488256337121129,1,7.428837125189602e-05,1
1771621248376901888,-0.00136766373179853,1,-0.0003390894853509963,1,-0.001059584552422166,1
1771621248386382336,0.0001016460737446323,1,0.0005456013604998589,1,0.0002322801883565262,1
1771621248397037056,-0.0002583456225693226,1,0.001615600194782019,1,-0.0001838283351389691,1
1771621248407588352,-0.001450602547265589,1,0.0001692472578724846,1,-0.0004393360286485404,1
1771621248418036992,-0.000408211984904483,1,0.0008530329214408994,1,-0.0003329742467030883,1
1771621248428389120,-0.0005858260556124151,1,0.0008054199861362576,1,-0.0005602743476629257,1
1771621248438641920,-0.0001321006420766935,1,0.001237669959664345,1,-3.079591260757297e-05,1
1771621248448794880,-5.156894258107059e-05,1,0.002232184167951345,1,0.0005448965821415186,1
1771621248458849024,0.0007029510452412069,1,0.001212732051499188,1,-0.0007634307257831097,1
1771621248468805376,0.0005713487626053393,1,-0.001236098236404359,1,-0.000259960419498384,1
1771621248478665728,0.0008922634297050536,1,8.747915853746235e-05,1,-7.077538612065837e-05,1
1771621248488432128,0.002593538491055369,1,-0.001886251382529736,1,0.0007595120114274323,1
1771621248498109184,-0.0003613200387917459,1,0.000316899735480547,1,0.0006929252413101494,1
1771621248507695616,-0.001254398375749588,1,0.0003210710710845888,1,-0.0006823698640801013,1
1771621248517189888,-0.001375759951770306,1,-6.706010026391596e-05,1,-0.0005531484493985772,1
1771621248526592000,0.0005025807768106461,1,0.0007066767429932952,1,-0.0008724136860109866,1
1771621248536744448,-0.0015739951049909,1,0.001197151490487158,1,0.001766373054124415,1
1771621248547356672,0.001434173667803407,1,-0.001294350600801408,1,0.0001884779485408217,1
1771621248557864704,-0.0006938917213119566,1,3.964427378377877e-05,1,-0.0001351292012259364,1
1771621248568270080,-0.00120824109762907,1,-0.0004492563020903617,1,-0.0003759243409149349,1
1771621248578575104,-0.0003414704406168312,1,0.0004918175982311368,1,-0.0001768089132383466,1
1771621248588779264,0.0001686254254309461,1,0.0001306818739976734,1,0.001920922659337521,1
1771621248598883584,0.0002416717325104401,1,-0.0003041841555386782,1,-0.0009505839552730322,1
1771621248608888320,-6.995371222728863e-05,1,-0.0009073596447706223,1,0.0001998134830500931,1
1771621248618796032,-0.001140706706792116,1,0.0009324729326181114,1,-0.0006408236222341657,1
1771621248628605184,-0.0006699095829389989,1,0.000407801300752908,1,0.0001683011360000819,1
1771621248638319104,0.0008595359395258129,1,-0.0009872968075796962,1,0.0003045493504032493,1
1771621248647938304,0.0007434909348376095,1,-0.0009407181059941649,1,-0.0002621662279125303,1
1771621248657462272,0.0002896979858633131,1,-0.001552336034364998,1,-0.0009089091909117997,1
1771621248666892544,0.0005404463736340404,1,0.0004068882844876498,1,7.797123544150963e-05,1
1771621248676373760,-0.0003965618379879743,1,-1.229846475325758e-05,1,0.0001651927450438961,1
1771621248687048448,-0.0001814643619582057,1,-0.0001583520934218541,1,0.0001648292818572372,1
1771621248697617664,-0.0005277502932585776,1,0.0003988085954915732,1,7.851725968066603e-06,1
1771621248708087040,-0.0005575338727794588,1,0.0001721933367662132,1,-0.001056828303262591,1
1771621248718455552,0.0006044270703569055,1,-0.0004788038204424083,1,-0.001188259571790695,1
1771621248728723712,-0.0009729140438139439,1,0.0006256678025238216,1,-0.001174163538962603,1
1771621248738892288,-0.000215233099879697,1,-0.0008771916036494076,1,-0.0008002868271432817,1
1771621248748960768,0.0008260832983069122,1,0.0007844417705200613,1,-0.0003065301571041346,1
1771621248758931456,-0.0008111242786981165,1,-9.138973837252706e-05,1,-0.0004006224626209587,1
1771621248768813824,0.000997671508230269,1,0.0004275037499610335,1,7.379017915809527e-05,1
1771621248778604288,0.001047606579959393,1,0.0005866395658813417,1,-0.0004499034839682281,1
1771621248788298752,0.0009432500228285789,1,-0.0003816930402535945,1,0.001949597382918,1
1771621248797899008,0.0002896902151405811,1,-0.001647339318878949,1,-0.0002635047712828964,1
1771621248807405824,-0.0001963296381291002,1,0.001723814057186246,1,-0.0005598070565611124,1
1771621248816817664,0.000761871284339577,1,-0.001702292705886066,1,-0.0004560451779980212,1
1771621248826699776,0.0003553667047526687,1,0.0003618870105128735,1,-0.0001069006902980618,1
1771621248837323520,-0.001488602487370372,1,-2.880304054997396e-05,1,0.0007409119862131774,1
1771621248847843584,-0.0005052469787187874,1,-0.0007102759554982185,1,0.0002811216108966619,1
1771621248858260736,-9.787699673324823e-05,1,-0.000138480740133673,1,0.0002362690138397738,1
1771621248868577536,0.001029120408929884,1,0.0001357737492071465,1,-0.0001448605908080935,1
1771621248878794496,0.0003786286688409746,1,0.0007438808679580688,1,-0.0002952155191451311,1
1771621248888912384,0.0005008475272916257,1,-0.0007435925072059035,1,0.0008107785251922905,1
1771621248898931712,0.002034229692071676,1,5.054242137703113e-05,1,-0.0003014544199686497,1
1771621248908852224,-0.0001440366613678634,1,0.0003285020939074457,1,-0.0001478274207329378,1
1771621248918676480,0.0001838578173192218,1,0.0009173585567623377,1,-0.0003744068380910903,1
1771621248928405504,-2.389861037954688e-05,1,0.001002141973003745,1,0.0005019442760385573,1
1771621248938039552,0.000441201264038682,1,0.001551615190692246,1,0.001145308371633291,1
1771621248947578112,-0.0007545852568000555,1,0.0008167866617441177,1,0.001389245386235416,1
1771621248957024512,0.0006184836383908987,1,0.0001840395416365936,1,-2.271820630994625e-05,1
1771621248966377472,-0.0001885551464511082,1,0.0007474664598703384,1,0.0008908487507142127,1
1771621248976929280,0.00243612565100193,1,0.000619390862993896,1,-0.0003021236916538328,1
1771621248987522560,0.0004974475014023483,1,0.0003619763883762062,1,-0.0003309032472316176,1
1771621248998013696,0.0005756954778917134,1,0.0001230199850397184,1,0.0002288967516506091,1
1771621249008402688,0.0006562478956766427,1,0.001114302314817905,1,7.816673314664513e-05,1
1771621249018692352,0.0009986759396269917,1,0.001279164338484406,1,0.0002656586584635079,1
1771621249028883712,-0.001232777256518602,1,-0.0004513072781264782,1,-0.0001032883083098568,1
1771621249038975488,-0.001395652303472161,1,0.0003908610087819397,1,0.0005472124903462827,1
1771621249048968192,-0.001657236716710031,1,-0.000558564264792949,1,0.0004326494527049363,1
1771621249058863104,0.000129105566884391,1,0.001423389185220003,1,0.0005854780320078135,1
1771621249068661760,-0.0004058817285113037,1,-0.0005944329896010458,1,0.0009693596512079239,1
1771621249078364160,0.001336761517450213,1,-0.002085840096697211,1,-0.00106790370773524,1
1771621249087972096,-0.001813240349292755,1,0.00084633071674034,1,0.0003554935392457992,1
1771621249097486080,0.001874197856523097,1,0.0001906468969536945,1,-0.0009864163585007191,1
1771621249106906112,0.001317671849392354,1,-0.0001054872336681001,1,-0.0001126256320276298,1
1771621249116517376,-0.0004479927010834217,1,0.001145221875049174,1,-0.001482954481616616,1
1771621249127161600,0.0002313840232091025,1,0.0008190756780095398,1,-0.0001023671065922827,1
1771621249137701376,-0.0003268304280936718,1,0.001411017728969455,1,-0.0006483870092779398,1
1771621249148139264,-0.001583763165399432,1,0.0008072769269347191,1,-0.0007535553886555135,1
1771621249158475776,-0.001105014118365943,1,0.0002758832997642457,1,-0.0004099439829587936,1
1771621249168710656,-0.0002592780801933259,1,-0.0005195729318074882,1,0.001276045455597341,1
1771621249178845696,-0.0001366418728139251,1,-4.831693513551727e-05,1,-0.0006053966353647411,1
1771621249188881152,-0.001142000663094223,1,-0.0001781945902621374,1,-0.0005514646181836724,1
1771621249198817792,0.001391374855302274,1,-0.0006429149652831256,1,8.396834346058313e-06,1
1771621249208657664,0.0006196398171596229,1,-0.001054589985869825,1,-0.0005731944693252444,1
1771621249218403072,0.002943389816209674,1,-0.000634959083981812,1,3.258722063037567e-05,1
1771621249228056320,0.0002051231713267043,1,0.0003187781549058855,1,0.001498561468906701,1
1771621249237615616,0.0004120063968002796,1,-0.002054661978036165,1,-0.0007203303975984454,1
1771621249247080704,-0.0003498112200759351,1,-0.001937544322572649,1,0.001084501738660038,1
1771621249256453376,0.0007953198510222137,1,0.0005383439711295068,1,0.0001154918209067546,1
1771621249266734848,-0.001616892404854298,1,0.001428326242603362,1,0.000810206460300833,1
1771621249277344256,0.001010393025353551,1,0.0005592418601736426,1,0.0008763239020481706,1
1771621249287849216,-0.0001798259763745591,1,-0.0002271734119858593,1,0.0008920687832869589,1
1771621249298250496,1.762170177244116e-05,1,-0.000405381346354261,1,-0.0004074277530889958,1
1771621249308549376,-0.0007077453192323446,1,-0.0007945822435431182,1,-0.0006772630731575191,1
1771621249318747136,-3.51799899362959e-05,1,0.0009990609250962734,1,0.0003867443010676652,1
1771621249328844032,-0.0002427479339530692,1,0.0001279661228181794,1,0.0006185182719491422,1
1771621249338852864,0.0002766143006738275,1,-0.001818504882976413,1,-0.0005165330949239433,1
1771621249348761856,9.578391654940788e-06,1,0.001266280887648463,1,-0.0001818391174310818,1
1771621249358574336,0.0005587195628322661,1,-0.0009491978562436998,1,0.0008146754116751254,1
1771621249368289792,-0.001798891578800976,1,0.00115960231050849,1,0.0001304967008763924,1
1771621249377908224,-0.0002616010024212301,1,-0.0002879389503505081,1,0.0009714772459119558,1
1771621249387433472,-0.00119726883713156,1,-0.0005204929038882256,1,-0.0009038707357831299,1
1771621249396864000,0.0001758789730956778,1,0.0002940096892416477,1,0.0002435823262203485,1
1771621249406344448,-0.0003439807915128767,1,-0.001128125237300992,1,-0.0004778339352924377,1
1771621249417008896,0.001161027001217008,1,-0.003044379642233253,1,-0.0006423048907890916,1
1771621249427569408,-0.0004049507551826537,1,-1.922404044307768e-05,1,-1.848880310717504e-05,1
1771621249438024960,-0.0006499252049252391,1,-0.0002577765262685716,1,0.0001256061368621886,1
1771621249448380928,0.00120450125541538,1,-0.0003364598960615695,1,-0.0005974282394163311,1
1771621249458635008,-0.0009461878216825426,1,-5.432908437796868e-05,1,0.0004277283733244985,1
1771621249468788480,-0.000732493819668889,1,0.001747698988765478,1,-0.0006364758010022342,1
1771621249478843648,-3.546646257746033e-05,1,0.001394364284351468,1,-0.0004540240333881229,1
1771621249488798976,-0.0004590753233060241,1,-0.0003412914229556918,1,-0.000714580703061074,1
1771621249498657280,-0.0008557949331589043,1,0.0006261570379137993,1,0.0001995462225750089,1
1771621249508420096,-0.001032131374813616,1,-0.0002172168460674584,1,-0.0008228052756749094,1
1771621249518086144,8.596332918386906e-05,1,0.00039755052421242,1,0.0002447300066705793,1
1771621249527658240,-0.0007773563265800476,1,0.0004306595656089485,1,-0.001202171551994979,1
1771621249537135360,-0.001555616036057472,1,0.0002303045912412927,1,0.0005551654612645507,1
1771621249546520832,-0.0005587981431744993,1,8.670669194543734e-05,1,0.0003635993634816259,1
1771621249556527872,-0.001599731273017824,1,0.001166022149845958,1,-0.0001278570416616276,1
1771621249567149824,0.0003068933147005737,1,-0.0005748235271312296,1,0.0003579958283808082,1
1771621249577668096,0.0007126887794584036,1,0.0003979947359766811,1,-0.0007182775880210102,1
1771621249588082176,0.0006273152539506555,1,-0.000898143567610532,1,0.0005414627958089113,1
1771621249598399488,-0.001222980674356222,1,0.0007669501355849206,1,-0.0007123395334929228,1
1771621249608614400,0.0003967654774896801,1,0.0007427848759107292,1,-0.0003681301313918084,1
1771621249618731008,-0.001947444514371455,1,-4.928346243104897e-05,1,0.0002433663903502747,1
1771621249628748288,-0.0006350574549287558,1,-0.0001868485996965319,1,-0.0001783462648745626,1
1771621249638666496,0.0003044160839635879,1,-0.0004095425829291344,1,-0.0002955294330604374,1
1771621249648487936,-0.0004293870006222278,1,5.753249206463806e-05,1,-0.0002120973367709666,1
1771621249658214656,-0.0005722796777263284,1,-0.0009414050146006048,1,-0.0001729396899463609,1
1771621249667844864,0.001534243696369231,1,-0.001709549920633435,1,-0.0002555342798586935,1
1771621249677380864,-0.0006493691471405327,1,-0.001016452792100608,1,-0.0001357114088023081,1
1771621249686822656,0.001044268719851971,1,-0.0004718177660834044,1,-0.0003041397721972317,1
1771621249696172288,-0.001178542268462479,1,-2.38189513765974e-05,1,0.0001346226199530065,1
1771621249706722816,-0.0001108884971472435,1,-0.0002489874605089426,1,-0.0002223775663878769,1
1771621249717314048,-0.0004453046713024378,1,0.0004918618942610919,1,-0.0008624558104202151,1
1771621249727801344,6.258503162825946e-06,1,0.0005043887649662793,1,-0.001174761331640184,1
1771621249738186240,0.0002735938469413668,1,0.0005363424425013363,1,5.022919140174054e-05,1
1771621249748472064,0.0004886070964857936,1,0.001337986090220511,1,0.001423990121111274,1
1771621249758657280,0.0003005371254403144,1,-0.001033857930451632,1,-0.0006749312160536647,1
1771621249768742656,-0.001704145106486976,1,0.0006029639043845236,1,0.0008962441934272647,1
1771621249778729984,0.0003029331855941564,1,-0.0002820115769281983,1,0.0003921898023691028,1
1771621249788619776,0.001230656518600881,1,0.0009368617320433259,1,0.0002727177343331277,1
1771621249798412032,-0.002071915660053492,1,0.001549354870803654,1,0.0005499128019437194,1
1771621249808109568,-0.0001761133753461763,1,0.0009876881958916783,1,-0.0001090248770196922,1
1771621249817712640,-0.0002537305117584765,1,-0.0012909498764202,1,-0.0007361206226050854,1
1771621249827221248,0.0007124555995687842,1,-0.0003781032864935696,1,-0.0007943885866552591,1
1771621249836636672,-0.0001826037623686716,1,9.133779531111941e-05,1,-0.0002242120099253953,1
1771621249846243840,-0.001043882453814149,1,0.00142170989420265,1,-0.0003676154010463506,1
1771621249856888064,-0.0004346911737229675,1,-0.0004459920455701649,1,-0.0002835623745340854,1
1771621249867428608,0.001007859013043344,1,-0.0007047621766105294,1,0.000311417825287208,1
1771621249877868032,2.686604375412571e-06,1,0.0001269990752916783,1,-0.0007172735640779138,1
1771621249888205312,-2.195876368205063e-05,1,-0.0002994333044625819,1,-0.0004904343513771892,1
1771621249898440960,0.0007488777628168464,1,-0.0001008175240713172,1,8.977347170002759e-05,1
1771621249908577024,0.0004313547979108989,1,0.000511788297444582,1,-0.0002994604874402285,1
1771621249918614016,0.0005166728515177965,1,0.001147869974374771,1,0.0002810179721564054,1
1771621249928556544,-0.0001980995148187503,1,-0.001366410171613097,1,0.000742201111279428,1
1771621249938403328,0.0007063840748742223,1,0.0002834567567333579,1,0.0002436975919408724,1
1771621249948154368,0.0008461006218567491,1,-0.001863140612840652,1,-0.0008240281604230404,1
1771621249957810432,-0.0001775272685335949,1,0.001497257966548204,1,0.0002696688752621412,1
1771621249967370752,-0.000519527297001332,1,0.0005743629881180823,1,-0.0004495875327847898,1
1771621249976838656,0.0010612040059641,1,0.001395970117300749,1,0.0002648796362336725,1
1771621249986214400,-0.0009543478372506797,1,0.0004831826081499457,1,5.392250022850931e-05,1
1771621249996497664,-3.81307108909823e-05,1,-0.001064606243744493,1,-6.412625225493684e-05,1
1771621250007107840,2.108686021529138e-05,1,0.0001494975003879517,1,0.0006988722598180175,1
1771621250017617152,-0.0009053802932612598,1,0.000411427958169952,1,-0.000178685353603214,1
1771621250028024832,-0.001916601089760661,1,0.001091145561076701,1,-0.0005519414553418756,1
1771621250038331392,0.0001432526478311047,1,0.0004792811232618988,1,-0.0001816685544326901,1
1771621250048537344,0.0003255044284742326,1,-0.0001028025144478306,1,0.0005497938254848123,1
1771621250058642944,-0.001687881536781788,1,-0.0007073901942931116,1,-0.0001668642507866025,1
1771621250068649984,0.0004097072524018586,1,-0.001050525694154203,1,-0.0005575602408498526,1
1771621250078559744,-0.0007467945106327534,1,0.0002138246927643195,1,-0.0003319134120829403,1
1771621250088380416,0.001137016923166811,1,-0.0002907346934080124,1,-0.0002636556164361537,1
1771621250098107392,-0.0006808310281485319,1,-0.0005142291774973273,1,-0.000216745596844703,1
1771621250107738880,-0.001293327426537871,1,0.0008959804545156658,1,-0.0004030644777230918,1
1771621250117276928,2.948599467345048e-05,1,-0.0007470694254152477,1,0.0001333421969320625,1
1771621250126721024,-0.0001253082155017182,1,0.00020950663019903,1,0.0005115562817081809,1
1771621250136213760,0.0003293530025985092,1,0.0005280132754705846,1,8.327073737746105e-05,1
1771621250146870784,0.001765786204487085,1,0.0005845358246006072,1,0.0008885635761544108,1
1771621250157424128,-0.0003839407290797681,1,0.0009863418526947498,1,-0.0002150703658116981,1
1771621250167877888,0.000173991298652254,1,-0.0002058634854620323,1,-0.0001834394643083215,1
1771621250178229760,-4.943428848491749e-06,1,0.0008797578630037606,1,0.0008513473439961672,1
1771621250188480000,0.0009934845147654414,1,1.021440857584821e-05,1,0.0005022403784096241,1
1771621250198631168,-0.001328015699982643,1,0.0006655530887655914,1,0.000201239570742473,1
1771621250208683264,-0.001094339415431023,1,0.001771412324160337,1,0.0001659732952248305,1
1771621250218636800,0.0002426398277748376,1,0.001383536029607058,1,7.498368177039083e-06,1
1771621250228498176,0.0001177918747998774,1,-0.0003688682627398521,1,-0.0005614545079879463,1
1771621250238272512,-5.700994370272383e-05,1,-0.0008334860904142261,1,0.0003939883026760072,1
1771621250247951360,4.457698742044158e-05,1,-0.001704030553810298,1,0.0006676397752016783,1
1771621250257536512,0.0005032547051087022,1,-0.0004135901399422437,1,0.000735684297978878,1
1771621250267028736,-0.0003045228950213641,1,-0.0001099677247111686,1,-0.0002529299526941031,1
