Time,inertial-6286.188861:deltaVelX,inertial-6286.188861:deltaVelY,inertial-6286.188861:deltaVelZ,inertial-6286.188861:deltaThetaX,inertial-6286.188861:deltaThetaY,inertial-6286.188861:deltaThetaZ
1773414805303384064,-4.171781711193034e-06,-2.200004928454291e-05,-0.009963016957044601,-2.647603287186939e-05,-3.74494834431971e-06,1.308112473452638e-06
1773414805313700352,-1.852825334935915e-06,-3.443639070610516e-05,-0.009963437914848328,-3.277286668890156e-05,3.3709093258949e-06,5.226087978371652e-06
1773414805323915008,-3.667559440145851e-06,-2.09298432309879e-05,-0.00997336208820343,-6.548852252308279e-05,1.024211360345362e-05,-1.929920699694776e-06
1773414805334033920,-1.574394786985067e-06,-2.520543785067275e-05,-0.00996327493339777,-9.947164653567597e-05,1.899289827633766e-06,-7.354047966146027e-07
1773414805344057088,-3.808198698607157e-06,-2.540205605328083e-05,-0.009975436143577099,-0.0001110248631448485,-3.705552273913781e-07,-2.318458200534224e-06
1773414805353985280,2.800215952447616e-06,-8.037198858801275e-05,-0.01000387687236071,-0.0002525226736906916,4.798696409125114e-06,-1.307575257669669e-05
1773414805363830784,0.0003837262338493019,-0.0004309256910346448,-0.009782795794308186,-0.0001636101951589808,1.400824839947745e-05,-0.0005575070972554386
1773414805373572352,7.258001278387383e-05,-0.0001555165217723697,-0.009967896156013012,0.0006315213977359235,-7.490489224437624e-06,-0.002179485512897372
1773414805383220992,-0.000104988255770877,-5.754108769906452e-06,-0.01010372675955296,-0.0001412204146618024,9.706173841550481e-06,-0.001856475486420095
1773414805393509376,-1.036842007806626e-07,0.0001498220954090357,-0.009980751201510429,-0.0003115809231530875,9.696097549749538e-06,-0.001693861559033394
1773414805403784960,5.021258766646497e-05,0.0003221289662178606,-0.009959804825484753,-0.0003631264844443649,6.1963824009581e-06,-0.001969826174899936
1773414805413964288,-2.761233008641284e-05,0.0002345500106457621,-0.01001129951328039,-0.0004927542177028954,1.970429912034888e-05,-0.002177765825763345
1773414805424046848,-8.801896183285862e-05,1.593515298736747e-05,-0.00994541123509407,-0.0005719703622162342,3.290465974714607e-05,-0.001647338620387018
1773414805434030848,-7.809415546944365e-05,5.276321098790504e-05,-0.009949575178325176,-0.0005009723245166242,2.565872091508936e-05,-0.001118336687795818
1773414805453723648,-3.42693310813047e-05,-9.736720130604226e-06,-0.009898552671074867,-0.00019643604173325,6.701069651171565e-06,-0.0005877247895114124
1773414805463417856,-4.478040864341892e-05,-4.094681207789108e-05,-0.009940959513187408,2.082342143694405e-05,-3.93880611682107e-07,-0.0004391238908283412
1773414805473183488,-6.194367597345263e-05,-0.0001388769451295957,-0.009947388432919979,0.0001029918057611212,-7.616721177328145e-06,-0.0002100591955240816
1773414805483515648,-1.222586615767796e-05,-7.101800292730331e-05,-0.0100011732429266,4.432667992659844e-05,-2.333385054953396e-06,-8.123110092128627e-06
1773414805493752320,1.801161488401704e-06,-6.393683725036681e-05,-0.01001717895269394,-0.0001573798508616164,1.042609983414877e-05,-1.580588673277816e-06
