Time,inertial-6286.188861:deltaVelX,inertial-6286.188861:deltaVelY,inertial-6286.188861:deltaVelZ
1773426544363458304,-0.0004332725366111845,-0.0003453462268225849,-0.01013979874551296
1773426544373347328,-0.0004936940968036652,-6.547030352521688e-06,-0.01026224531233311
1773426544383139328,-0.0006514642154797912,0.0003726129652932286,-0.009870313107967377
1773426544393169152,-0.0004118594224564731,-1.075230102287605e-05,-0.009840631857514381
1773426544403602944,-0.0004279684508219361,9.341201075585559e-05,-0.01015242654830217
1773426544413936384,-0.0002169174258597195,0.0001569712185300887,-0.01027021557092667
1773426544424174336,-0.0002668636734597385,-0.0004438463365659118,-0.01013018935918808
1773426544434319872,7.494018063880503e-05,0.0001235197560163215,-0.009910436347126961
1773426544444370432,-9.685174154583365e-05,0.0003933098632842302,-0.00982462614774704
1773426544454324992,0.0005353500018827617,0.000653179595246911,-0.009920474141836166
1773426544464187392,0.0006730702007189393,0.0007404290372505784,-0.009732075966894627
1773426544473954816,0.0005027360166423023,0.0007870158879086375,-0.01011183578521013
1773426544484357888,-2.067310197162442e-05,0.0004981370293535292,-0.009706385433673859
1773426544494743552,-0.000323371757986024,0.0007476338068954647,-0.009664966724812984
1773426544505025792,-0.0007636481896042824,0.0007545276312157512,-0.009837954305112362
1773426544515207168,-0.0005120540736243129,0.0001644274016143754,-0.009629826061427593
1773426544525290752,-0.0001750338124111295,0.0003017975250259042,-0.009859449230134487
1773426544535274240,-1.096274354495108e-05,0.0004874455626122653,-0.01053112186491489
1773426544545176832,0.0001423280773451552,7.14975394657813e-05,-0.01042695436626673
1773426544554984960,-0.0003564415965229273,2.443737685098313e-05,-0.01040342450141907
1773426544564944896,-0.0006044370820745826,0.0002579576685093343,-0.01029613055288792
1773426544575384832,-0.0005440438399091363,0.000385698105674237,-0.009764021262526512
1773426544585725696,-7.672583888052031e-05,0.0006787921884097159,-0.009237725287675858
1773426544595974656,0.0005292996065691113,0.0009915729751810431,-0.009382383897900581
1773426544606126848,0.0007291588117368519,0.001026700716465712,-0.009635931812226772
1773426544616183552,0.0009110540850088,0.0007760523003526032,-0.009539331309497356
1773426544626148608,0.0006765421130694449,0.0008735653827898204,-0.01007435191422701
1773426544636025344,0.0009978438029065728,0.0006036950508132577,-0.01018331758677959
1773426544645809152,0.000720154435839504,0.0005449951277114451,-0.01030260883271694
1773426544656222208,0.0002479528775438666,0.0005502511630766094,-0.01022571325302124
1773426544666616320,0.0004399715107865632,0.0003705777053255588,-0.01022944226861
1773426544676914944,0.0002390877343714237,0.0003041350573766977,-0.01001541595906019
1773426544687116544,-0.0002582209999673069,0.0002743139048106968,-0.009913068264722824
1773426544697219584,-0.0002631671668495983,9.473349200561643e-05,-0.009754898026585579
1773426544707225856,-0.00027472511283122,-8.42879235278815e-05,-0.009880539029836655
1773426544717136128,-0.0008681487524881959,0.0002103238221025094,-0.009849301539361477
1773426544726950400,-0.0009124554926529527,-8.366296242456883e-06,-0.00956646166741848
1773426544736915456,-0.0009124047355726361,0.000103203856269829,-0.009652757085859776
1773426544747356672,-0.0006492112879641354,0.0006438518175855279,-0.009543792344629765
1773426544757698560,-0.000732534856069833,0.0011577601544559,-0.009559079073369503
1773426544767947520,-0.000456782930996269,0.001203752006404102,-0.01026177033782005
1773426544778098176,-9.009244240587577e-05,0.0004328466602601111,-0.01043219212442636
1773426544788152576,0.0001213476352859288,-0.000355637283064425,-0.01038914639502764
1773426544798110976,2.075924749078695e-05,-0.0001586975413374603,-0.0101313004270196
1773426544807973632,-0.0001128463045461103,0.0001898768241517246,-0.009965972043573856
1773426544817740544,-9.198952466249466e-05,0.0002602057065814734,-0.01007816102355719
1773426544828148992,-0.0001222950522787869,-2.493023930583149e-05,-0.009596385061740875
1773426544838537984,-0.0004237766261212528,0.0002605120535008609,-0.0097374077886343
1773426544848826624,-0.0008592174272052944,0.0008280648617073894,-0.009455963037908077
1773426544859014656,-0.0003920820890925825,0.001044346950948238,-0.01026927214115858
1773426544869103616,-8.699030877323821e-05,0.001666914788074791,-0.01019342709332705
1773426544879096320,0.0002412067842669785,0.001529472880065441,-0.01004823856055737
1773426544888995328,0.0007266133325174451,0.0008796180482022464,-0.01001323573291302
1773426544898798080,0.0005188416689634323,1.256925497727934e-05,-0.01011522393673658
1773426544908755456,0.0005372092127799988,-6.017740088282153e-05,-0.009559911675751209
1773426544919200000,0.0003091917023994029,0.0001259023993043229,-0.009817784652113914
1773426544929543936,5.783509550383314e-05,0.001286021200940013,-0.009806348942220211
1773426544939787776,-0.0005555891548283398,0.001707594259642065,-0.01045707613229752
1773426544949931520,0.0003419487911742181,0.001959634479135275,-0.009847415611147881
1773426544959988736,0.000819690409116447,0.001032875152304769,-0.01006554532796144
1773426544969951744,0.001438541919924319,0.0005729059921577573,-0.009671802632510662
1773426544979817472,0.001484601409174502,0.0002965748717542738,-0.01029357127845287
1773426544989587712,0.0006012810626998544,0.000948973058257252,-0.0102727385237813
1773426544999919360,0.0003407358599361032,0.001947246724739671,-0.009514792822301388
1773426545010315776,-0.0003963924536947161,0.00141838425770402,-0.00997786782681942
1773426545020586496,-0.0006003738380968571,0.001491370727308095,-0.009987994097173214
1773426545030788608,-0.0007192719494923949,0.001312756212428212,-0.009724514558911324
1773426545040894976,-0.001081489957869053,0.0004690984205808491,-0.01008638925850391
1773426545050903296,-0.00114631257019937,0.0004114345065318048,-0.01006868667900562
1773426545060815616,0.000684788974467665,0.0008525334997102618,-0.009952538646757603
1773426545070632192,0.0007420897600241005,0.0002435009810142219,-0.0102081373333931
1773426545080518400,4.092703966307454e-05,-0.0002642495965119451,-0.01003999263048172
1773426545090964736,-0.0007661222480237484,-0.0002231151738669723,-0.01000050827860832
1773426545101308672,-0.001457016216591001,0.0001319690491072834,-0.009999679401516914
1773426545111508224,-0.001107358955778182,0.0004824619099963456,-0.009783082641661167
1773426545121659648,-0.0002602433087304235,0.0006113460985943675,-0.009773595258593559
1773426545131715584,0.0009650450083427131,-8.159716526279226e-05,-0.0102916955947876
1773426545141677568,0.001655523898079991,0.0005500849219970405,-0.01006800774484873
1773426545151551488,0.001381266745738685,0.0008468044106848538,-0.01012095529586077
1773426545161328384,0.0009740334935486317,0.0007092180894687772,-0.00929685402661562
1773426545171503872,0.0002804341493174434,-0.0003632960433606058,-0.009688018821179867
1773426545181911552,0.0005031845066696405,-0.000466145807877183,-0.009526937268674374
1773426545192221696,0.0002832225000020117,-0.00110883149318397,-0.0101114260032773
1773426545202411008,-0.0002068702306132764,-0.0008247477235272527,-0.01035209652036428
1773426545212524032,-0.0003827389737125486,-0.0002800228539854288,-0.01011165045201778
1773426545222541568,0.0001701906294329092,3.429901698837057e-05,-0.009824257344007492
1773426545232471552,0.0002346007386222482,-0.0001579481177031994,-0.01044762041419744
1773426545242306816,0.0003835223324131221,0.0003849270287901163,-0.00983901135623455
1773426545252047104,0.0002464683493599296,0.0003391860518604517,-0.009735810570418835
1773426545262501120,-0.0004334432887844741,-0.0001163323249784298,-0.01024705823510885
1773426545272855040,-0.0002212859981227666,0.000501077389344573,-0.009631495922803879
1773426545283117056,-0.000326159643009305,-8.740017801756039e-05,-0.009996445849537849
1773426545293245184,0.0002782303199637681,0.0005747452960349619,-0.009834976866841316
1773426545303316992,0.0003964291245210916,0.0005622273311018944,-0.01004693750292063
1773426545313293056,-0.0002115276292897761,-8.70011281222105e-05,-0.009853500872850418
1773426545323173376,-0.001362972310744226,-0.0007219777908176184,-0.009773739613592625
1773426545332957184,-0.001880053314380348,-0.0009284945554099977,-0.01005102135241032
1773426545342890752,-0.001484938780777156,-0.00102985801640898,-0.01091564912348986
1773426545353297152,-0.0006439185817725956,-0.0005421193782240152,-0.009971663355827332
1773426545363607808,9.396474342793226e-05,-0.0001952171442098916,-0.01062151603400707
1773426545373819904,0.001749928575009108,0.0007924454985186458,-0.009399581700563431
1773426545383919104,0.002508337609469891,0.001142765744589269,-0.009692355059087276
1773426545393951232,0.001857710303738713,0.001198797835968435,-0.009463249705731869
1773426545403888384,0.001215964439325035,0.0009264417458325624,-0.009121384471654892
1773426545413730304,-0.0003109119716100395,0.0006727647269144654,-0.009635426104068756
1773426545423480064,-0.001622238312847912,0.0009047889616340399,-0.009869575500488281
1773426545433700864,-0.001988232368603349,0.000949162058532238,-0.01070376019924879
1773426545444066048,-0.001409074291586876,0.0005267776432447135,-0.01052683871239424
1773426545454331136,0.0003323460696265101,0.0001334193366346881,-0.009753208607435226
1773426545464502016,0.0007537989877164364,-0.0007553418399766088,-0.009833634831011295
1773426545474564352,0.0003170518903061748,-0.0008477260707877576,-0.009541214443743229
1773426545484540672,-0.0006460685981437564,-0.0003560434852261096,-0.009974222630262375
1773426545494421504,-0.001338290981948376,0.0004125018022023141,-0.009629490785300732
1773426545504207872,-0.0008622985333204269,0.0002020517858909443,-0.01082516647875309
1773426545513982208,9.902984311338514e-05,0.0004671213391702622,-0.00992958527058363
1773426545524401408,0.001435778569430113,0.00136273168027401,-0.01001923438161612
1773426545534722048,0.00183124199975282,0.001208264962770045,-0.01022228226065636
1773426545544945152,0.001772070419974625,0.001131592318415642,-0.009512724354863167
1773426545565085696,-8.977361721917987e-05,0.0006724131526425481,-0.01021860539913177
1773426545575015936,7.433218706864864e-05,0.001286699553020298,-0.009711660444736481
1773426545584848896,0.0003712998004630208,0.0009336145594716072,-0.009185756556689739
1773426545594585344,0.0003595243324525654,-0.0006613627774640918,-0.0103745749220252
1773426545604559360,0.0004262165748514235,-0.0005809295107610524,-0.01008463650941849
1773426545614933760,-5.404477997217327e-05,-0.0005224272608757019,-0.01005108747631311
1773426545625208832,-0.0005147768533788621,-0.000111512686999049,-0.009238778613507748
1773426545635385088,-0.0003231553127989173,-0.0001918235939228907,-0.009512229822576046
1773426545645468416,-0.0006587376119568944,0.0002201616152888164,-0.009454072453081608
1773426545655458816,-0.001183040323667228,0.0002064642612822354,-0.009910915978252888
1773426545665352960,-0.001777613535523415,-0.0004480175557546318,-0.0112252002581954
1773426545675155456,-0.0002632896066643298,0.0001374729326926172,-0.01002462301403284
1773426545684863744,0.0003140236949548125,0.0001573976187501103,-0.01018622610718012
1773426545695294464,0.0004387263034004718,0.0001612700725672767,-0.00970730185508728
1773426545705627136,0.0009648466948419809,-1.168438393506221e-05,-0.009945448487997055
1773426545715857152,0.0009577440796419978,-0.0004396636504679918,-0.01028991676867008
1773426545725989632,0.0008623251924291253,-0.0003131490084342659,-0.01024919934570789
1773426545736026112,0.0007315205875784159,0.0002941566926892847,-0.009400257840752602
1773426545745971200,-3.279359589214437e-05,0.0003822952276095748,-0.009800363332033157
1773426545755818496,-0.00138606911059469,0.0002909170289058238,-0.01015236042439938
1773426545765570560,-0.001033896114677191,0.0007353464025072753,-0.009122585877776146
1773426545775476480,-0.001083862967789173,-0.0001739562867442146,-0.01101797353476286
1773426545785864960,-0.0005103445146232843,-0.0004626653390005231,-0.009842827916145325
1773426545796157952,0.0004805513890460134,-0.0006830044439993799,-0.01051302161067724
1773426545806353152,0.002403836231678724,0.0002910283510573208,-0.008896119892597198
1773426545816452608,0.002099798526614904,-0.0006096596480347216,-0.01047503389418125
1773426545826458368,0.0001716024562483653,-0.00062616600189358,-0.01059661898761988
1773426545836366592,-0.0005112621001899242,0.0003029649669770151,-0.009400897659361362
1773426545846178816,-0.001710805925540626,0.0005240016034804285,-0.009757360443472862
1773426545855897344,-0.002472980879247189,0.0009076458518393338,-0.01000411435961723
1773426545866094080,-0.001392959849908948,0.001431659678928554,-0.01037205755710602
1773426545876435712,-0.0003505194908939302,0.001201420905999839,-0.009995587170124054
1773426545886678272,0.001025156583636999,0.001384852221235633,-0.008995828218758106
1773426545896824064,0.0005917376838624477,9.909432264976203e-05,-0.01030236575752497
1773426545906871808,-7.28672748664394e-05,-0.0005144595052115619,-0.01025353278964758
1773426545916830976,-0.0008854871848598123,5.063383014203282e-06,-0.009727824479341507
1773426545926683648,-0.001037961570546031,0.0004676503886003047,-0.009848552756011486
1773426545936439296,-0.000617646670434624,0.000552775920368731,-0.01020443998277187
1773426545946100480,0.0004569993179757148,0.0004838651511818171,-0.0101073831319809
1773426545956502528,0.001066733268089592,0.0006738324882462621,-0.009813299402594566
1773426545966805504,0.0004638455575332046,0.0006157266907393932,-0.01001983042806387
1773426545977017600,-0.0007785109919495881,0.0001785251370165497,-0.0101077351719141
1773426545987136000,-0.0006175251328386366,0.0003737481602001935,-0.009818491525948048
1773426545997157376,-0.001230246271006763,0.000870032177772373,-0.009777246043086052
1773426546007083520,-0.00152328226249665,0.001089065335690975,-0.01000293530523777
1773426546016913920,-0.001710242941044271,0.001050733844749629,-0.00991505291312933
1773426546026649344,-0.002276533748954535,0.0002139619755325839,-0.01003382354974747
1773426546036697856,-0.001051809056662023,0.0002593563694972545,-0.01011286675930023
1773426546047057664,-0.0007247328758239746,-0.0008116104290820658,-0.009870476089417934
1773426546057321472,-0.0007306027691811323,-0.001065832562744617,-0.0101684583351016
1773426546067487232,-0.0001330483792116866,-0.0002174992696382105,-0.009574849158525467
1773426546077560576,-0.0001571160682942718,-6.266883428907022e-05,-0.01005628146231174
1773426546087538432,-0.0007699730922468007,0.0003469720832072198,-0.01019696239382029
1773426546097447936,-0.0008060871041379869,0.0005728491814807057,-0.009582436643540859
1773426546107234560,-0.001178712700493634,-0.0001659220142755657,-0.01019762828946114
1773426546116928512,-0.001373265404254198,-0.0002492500352673233,-0.01010559406131506
1773426546127180288,0.0009888550266623497,0.0006998323369771242,-0.009800009429454803
1773426546137498880,0.0003452345845289528,0.0005244428757578135,-0.009950448758900166
1773426546147718144,0.001357752946205437,6.340947584249079e-05,-0.009652258828282356
1773426546157851392,0.001125257695093751,-0.0003329128376208246,-0.009895104914903641
1773426546167889664,-0.0003554110880941153,-0.0008932049968279898,-0.01053264737129211
1773426546177840640,-0.0003283729893155396,4.46110061602667e-05,-0.009921839460730553
1773426546187696128,-0.001273267203941941,0.0002912925847340375,-0.01003117952495813
1773426546197456128,-0.0005839072400704026,0.0002461022522766143,-0.009766249917447567
1773426546207284480,-0.0009866157779470086,-0.0001134852427639998,-0.009945329278707504
1773426546217658880,-0.001013151369988918,-0.0002663958875928074,-0.009997713379561901
1773426546227933696,-0.0009025826002471149,-1.718159364827443e-05,-0.009965117089450359
1773426546238115328,-0.00017755021690391,6.963658233871683e-05,-0.00957105215638876
1773426546248200704,-0.00024474470410496,0.0001736360572976992,-0.01005265116691589
1773426546258189056,-0.0003389940538909286,0.0002403069520369172,-0.009984924457967281
1773426546268082688,-2.883159140765201e-05,0.0003572186978999525,-0.009617029689252377
1773426546277912832,-0.000651178415864706,0.0001362773036817089,-0.01017401833087206
1773426546287615232,-0.001125861192122102,-0.0002386428823228925,-0.01008205022662878
1773426546297634816,-0.001007009181194007,-9.563099592924118e-05,-0.009960205294191837
1773426546307968512,-0.001157922320999205,5.621162563329563e-05,-0.009858055040240288
1773426546318203392,0.0002032507909461856,0.0006723692058585584,-0.009655974805355072
1773426546328342528,-0.0004606083384715021,0.0001363486662739888,-0.01033648010343313
1773426546338392064,0.0001051249419106171,0.0004575817147269845,-0.01004083640873432
1773426546348345344,-0.0007536476477980614,-3.168744115100708e-06,-0.009851335547864437
1773426546358202880,-0.001059326808899641,-0.0006083738408051431,-0.01007614098489285
1773426546367966720,-0.0005075822118669748,-0.000191534825717099,-0.009833930060267448
1773426546377635840,-0.0007643534918315709,-0.0002318097394891083,-0.01005443837493658
1773426546388028160,-0.0004191661428194493,-4.249919584253803e-05,-0.009904917329549789
1773426546398325504,2.038652019109577e-05,7.750019722152501e-05,-0.009961375966668129
1773426546408527360,-0.0002858088118955493,-6.017075975250918e-06,-0.009934330359101295
1773426546418634240,-0.0004593378107529134,-4.736976188723929e-05,-0.01010107062757015
1773426546428651008,-0.0006298626540228724,-5.137635525898077e-05,-0.009836466982960701
1773426546438573056,-0.0009258253849111497,-0.0003123075875919312,-0.01003950089216232
1773426546448401152,-0.0003846821491606534,7.714579260209575e-05,-0.009931492619216442
1773426546458140416,-0.0004966778797097504,6.965248758206144e-05,-0.009949470870196819
1773426546468113152,-0.0005195246776565909,2.544008202676196e-05,-0.009959905408322811
1773426546478463232,-0.0004041058127768338,-3.38085628754925e-05,-0.009984857402741909
1773426546488714240,-7.685829768888652e-05,5.769285962742288e-06,-0.00995273794978857
1773426546498868992,-3.097794615314342e-05,-2.856056380551308e-05,-0.009960543364286423
1773426546508929280,3.088640005444176e-05,-5.92649303143844e-05,-0.009979192167520523
1773426546518893056,0.0001177747835754417,-4.812849874724634e-05,-0.009959312155842781
1773426546528760576,-6.51029113214463e-05,-1.823092316044495e-05,-0.009965061210095882
1773426546538558720,-6.665679393336177e-05,3.194064265699126e-05,-0.009922835975885391
1773426546548236288,5.381353184930049e-05,1.006109778245445e-05,-0.009953763335943222
1773426546558478336,-2.056907032965682e-05,2.476815097907092e-05,-0.009956026449799538
1773426546568787712,3.196976831532083e-05,6.494743047369411e-06,-0.009971270337700844
1773426546578998784,6.058182407286949e-06,-3.933508560294285e-05,-0.009970861487090588
1773426546589110528,-0.0001315471308771521,-5.546390457311645e-05,-0.009972967207431793
1773426546599128064,-7.250417183968239e-06,-5.596184200840071e-05,-0.009974823333323002
1773426546609056256,9.572104318067431e-05,-6.720059900544584e-05,-0.009978155605494976
1773426546618889472,6.562925409525633e-05,-4.369844100438058e-05,-0.009954343549907207
1773426546628681728,5.298532778397202e-05,6.898651190567762e-05,-0.009903126396238804
1773426546638409984,8.680602331878617e-05,0.000119021518912632,-0.009880589321255684
1773426546648776192,-3.984836075687781e-05,5.015391070628539e-05,-0.009968352504074574
1773426546659042816,-0.0001322371390415356,-4.128393629798666e-05,-0.01001579221338034
1773426546669210368,-1.981764944503084e-05,-1.411223638569936e-05,-0.009974725544452667
1773426546679284224,-7.826026558177546e-05,-6.562594353454188e-05,-0.009993791580200195
1773426546689261312,-7.552782335551456e-05,1.032406726153567e-05,-0.009934893809258938
1773426546699142400,-0.0001420652843080461,-1.50889372889651e-05,-0.009968085214495659
1773426546708931072,-6.731060420861468e-05,-1.562319630465936e-05,-0.009934938512742519
1773426546718657792,-3.574141737772152e-05,1.357553287562041e-06,-0.009908934123814106
1773426546728753152,-1.92294874068466e-06,1.395690742356237e-05,-0.009935983456671238
1773426546739082496,2.325266905245371e-05,-3.464492328930646e-05,-0.01001675892621279
1773426546749316096,2.151053195120767e-06,-2.644298365339637e-05,-0.009983310475945473
1773426546759452928,-1.089723991753999e-05,-3.585958984331228e-05,-0.009962964802980423
1773426546769493248,1.048447848006617e-05,-2.423267687845509e-05,-0.009968552738428116
1773426546779447808,2.442752884235233e-05,1.720103682600893e-05,-0.009945932775735855
1773426546789306368,3.342609852552414e-05,-1.202412386192009e-05,-0.009967297315597534
1773426546799070720,8.665971108712256e-06,1.46736192618846e-05,-0.009915085509419441
1773426546808805632,-4.237853499944322e-05,-5.2411687647691e-05,-0.009998418390750885
1773426546819110144,1.16460068966262e-06,-1.408500520483358e-05,-0.009962180629372597
1773426546829400576,-1.338301444775425e-06,1.233039165526861e-05,-0.009931623935699463
1773426546839593984,-6.377972567861434e-06,-2.982541991514154e-05,-0.009971996769309044
1773426546849688576,3.731176548171788e-05,-2.061792838503607e-05,-0.009972565807402134
1773426546859690240,7.992167957127094e-05,-2.690494147827849e-05,-0.009980574250221252
1773426546869603072,4.091913069714792e-05,1.298138977290364e-05,-0.00992980320006609
1773426546879420928,3.657822890090756e-05,-3.389750781934708e-05,-0.009971528314054012
1773426546889144832,2.135505565092899e-05,1.138396146416198e-05,-0.009935438632965088
1773426546899020288,-1.732693453959655e-05,-3.265794248363818e-07,-0.009944128803908825
1773426546909367552,8.330391665367642e-08,-2.348626912862528e-05,-0.009983252733945847
1773426546919617792,-4.02963487431407e-05,2.264483373437542e-05,-0.009944731369614601
1773426546929772288,-7.727928459644318e-05,3.485751676635118e-06,-0.009956288151443005
1773426546939830272,-2.20439542317763e-05,-1.044210875988938e-05,-0.009961138479411602
1773426546949793280,-1.370958125335164e-05,-3.275977724115364e-05,-0.009974347427487373
1773426546959666176,-7.516172900068341e-06,-3.519362508086488e-05,-0.009971193969249725
1773426546969455872,1.313113898504525e-06,-2.901611514971592e-05,-0.009971314109861851
1773426546979151616,-2.187419340771157e-06,-8.539067493984476e-06,-0.009952814318239689
1773426546989386240,4.853103746427223e-06,-3.008082239830401e-05,-0.009964943863451481
1773426546999693056,4.752787106099277e-07,-2.435253918520175e-05,-0.009966263547539711
1773426547009904896,1.15079194529244e-06,-5.429460543382447e-06,-0.009953271597623825
1773426547020023040,1.023864797389251e-07,-1.702788176771719e-05,-0.009970053099095821
1773426547030048512,8.663259905006271e-06,3.752849079319276e-05,-0.009929416701197624
1773426547039979776,8.180251825251617e-06,7.253469902934739e-06,-0.009936656802892685
1773426547049821440,2.639849753904855e-06,-3.027314505743561e-06,-0.009946523234248161
1773426547059576576,-3.99550572183216e-06,-2.256268453493249e-05,-0.009970186278223991
1773426547069319680,-1.217982662637951e-05,-3.908463258994743e-05,-0.009985470212996006
1773426547079641600,-2.765953922789777e-06,-1.750728188198991e-05,-0.009959111921489239
1773426547089909760,2.61044260696508e-06,-3.304758502054028e-05,-0.009976156987249851
1773426547100080896,4.671112947107758e-06,-9.52579102886375e-06,-0.009969052858650684
1773426547110155520,7.065435511321994e-06,4.614983481587842e-06,-0.00995201338082552
1773426547120134656,-4.847445325140143e-06,2.2965748939896e-05,-0.009939770214259624
1773426547130021376,1.60863964993041e-06,2.405856321274769e-05,-0.009929959662258625
1773426547139827200,1.111196638703404e-06,-9.820382729230914e-07,-0.00996323861181736
1773426547149539584,2.365855152675067e-06,-4.355794590082951e-05,-0.009988437406718731
1773426547169845504,7.124843705241801e-06,-2.714180300245062e-05,-0.009972688741981983
1773426547180072448,9.660918294684961e-06,-3.071792525588535e-05,-0.00997012946754694
1773426547190205952,1.289221927436301e-05,2.165899604733568e-05,-0.009933501482009888
1773426547200242688,7.160918357840274e-06,3.175071833538823e-05,-0.009933227673172951
1773426547210182656,2.89098420580558e-06,-1.798407083697384e-06,-0.009964019060134888
1773426547220028416,1.829191205615643e-05,-1.563512159918901e-05,-0.00996834971010685
1773426547229778688,5.536810931516811e-06,-5.05278376294882e-06,-0.009954445995390415
1773426547239434496,1.124608206737321e-05,-4.908101254841313e-05,-0.009993269108235836
1773426547249737472,7.989022560650483e-05,-2.894774843298364e-05,-0.009974488988518715
1773426547260027904,2.832932113960851e-05,-3.672497041407041e-05,-0.009975379332900047
1773426547270220032,2.96961261483375e-05,-2.701012090255972e-05,-0.009970095008611679
1773426547280313600,-1.622008858248591e-05,9.522545951767825e-06,-0.009951034560799599
1773426547290320640,-2.936566488642711e-05,4.747692582895979e-05,-0.00992437731474638
1773426547300232960,6.088127975090174e-06,3.546620064298622e-05,-0.00992954894900322
1773426547310049792,-4.754300971399061e-05,8.943445664044702e-07,-0.009970615617930889
1773426547319772416,-3.209926944691688e-05,-6.828770438005449e-06,-0.009967145510017872
1773426547329645568,-1.165349749499001e-05,8.930611329560634e-06,-0.009957210160791874
1773426547339958784,6.093154297559522e-06,-1.262810428670491e-06,-0.009954812936484814
1773426547350208512,4.636725498130545e-05,-1.488592897658236e-05,-0.009952569380402565
1773426547360360448,7.345050107687712e-05,-1.769775371940341e-05,-0.009951276704668999
1773426547370415360,9.073122782865539e-05,-2.408446016488597e-05,-0.009970366023480892
1773426547380375040,5.021460674470291e-05,1.653219624131452e-05,-0.009961673989892006
1773426547390239744,3.729462696355768e-05,4.012426416011294e-06,-0.00995766744017601
1773426547400025088,-2.55451159318909e-05,4.999947486794554e-05,-0.009931458160281181
1773426547409726208,-1.784700361895375e-05,-1.112805193770328e-06,-0.009958278387784958
1773426547419970304,5.825642801937647e-05,-2.622969077492598e-05,-0.009969698265194893
1773426547430217216,-2.05675678444095e-05,-3.524422209011391e-05,-0.009974670596420765
1773426547440429312,-4.917679689242505e-06,-3.833526716334745e-05,-0.009986724704504013
1773426547450545664,-1.494282878411468e-05,-5.00161295349244e-05,-0.01000169198960066
1773426547460566016,-3.645002379926154e-06,6.397027027560398e-05,-0.009904899634420872
1773426547470489600,2.553007107053418e-05,2.708970714593306e-05,-0.009931706823408604
1773426547480318720,1.527855602034833e-05,2.984819275297923e-06,-0.009954750537872314
1773426547490053120,2.296117418154608e-05,5.215636520006228e-06,-0.009959564544260502
1773426547499776768,-8.035378414206207e-06,3.718818334164098e-05,-0.009922311641275883
1773426547510140928,3.816114622168243e-05,-3.884188845404424e-05,-0.009985920041799545
1773426547520381952,0.0001096029445761815,-4.261176218278706e-05,-0.009986681863665581
1773426547530554880,9.388387115905061e-05,-3.491223105811514e-05,-0.009971437975764275
1773426547540629248,3.566591658454854e-06,-3.163754081469961e-05,-0.009959891438484192
1773426547550607616,1.930786675075069e-05,-2.258868698845617e-05,-0.009960878640413284
1773426547560490752,-2.233072518720292e-05,-3.43893179888255e-06,-0.009964227676391602
1773426547570277888,-1.767808134900406e-05,5.443104782898445e-06,-0.009948590770363808
1773426547579970816,-6.394551746780053e-05,-2.311719435965642e-05,-0.009978761896491051
1773426547589992192,-0.0001268143532797694,-5.918475380894961e-06,-0.00996340811252594
1773426547600317696,-6.577095336979255e-05,-1.445341968064895e-05,-0.009962222538888454
1773426547610495488,-6.765711077605374e-06,-3.341062893014168e-06,-0.009959101676940918
1773426547620628736,-7.158107473514974e-05,-5.320433047018014e-05,-0.009979356080293655
1773426547630664192,1.592727494426072e-05,-3.525695137795992e-05,-0.009974464774131775
1773426547640603904,-3.621430005296133e-05,-5.03863520862069e-06,-0.009947698563337326
1773426547650449408,-3.360093251103535e-05,3.510548776830547e-05,-0.009927838109433651
1773426547660200192,-7.689600897720084e-05,2.02590053959284e-05,-0.00995277427136898
1773426547669872896,-3.438768180785701e-05,2.31462922783976e-06,-0.009951349347829819
1773426547680176640,-1.685966708464548e-05,-1.577467264723964e-05,-0.009963116608560085
1773426547690460928,-3.290702352387598e-06,-3.33528223563917e-05,-0.009969183243811131
1773426547700625152,3.321418034829549e-06,-2.650244277901947e-05,-0.009964217431843281
1773426547710714880,7.677178473386448e-06,-1.588301893207245e-05,-0.009966740384697914
1773426547720707840,7.555256615887629e-06,-1.876018905022647e-05,-0.00996464304625988
1773426547730605312,-2.087742814183002e-06,-1.151663309428841e-05,-0.009958622977137566
1773426547740429056,-4.174916284682695e-06,-4.653782525565475e-06,-0.009960337541997433
1773426547750167040,-1.896234493869997e-06,2.876766302506439e-06,-0.009958249516785145
1773426547759970560,1.932530494741513e-06,1.193154548673192e-05,-0.009944337420165539
1773426547770318080,6.591822511836654e-06,-5.269781468086876e-06,-0.009954657405614853
1773426547780570368,1.606697333045304e-05,-1.833856185839977e-05,-0.00996849313378334
1773426547790687488,2.363634848734364e-05,-7.612463377881795e-06,-0.009958887472748756
1773426547800749056,8.056922524701804e-06,1.731090924295131e-05,-0.009945235215127468
1773426547810720512,-4.249716766935308e-06,-2.132228473783471e-05,-0.009970741346478462
1773426547820596224,1.274173428100767e-06,-3.481626481516287e-05,-0.009984142147004604
1773426547830377472,-7.263001862156671e-06,-2.793042222037911e-05,-0.009979262948036194
1773426547840066048,-3.181188731105067e-05,-2.346018618482049e-06,-0.009963821619749069
1773426547850147072,-1.118232103181072e-05,3.496278077363968e-05,-0.009929823689162731
1773426547860453632,6.759169082215521e-07,1.069547579390928e-05,-0.009947416372597218
1773426547870664448,3.910338818968739e-06,9.181123459711671e-06,-0.009951404295861721
1773426547880766464,6.404490704881027e-06,2.825181127263932e-06,-0.009949413128197193
1773426547890787840,3.362634060977143e-06,-3.271029345341958e-05,-0.00998090673238039
1773426547900712960,2.725387957980274e-06,-1.605301440577023e-05,-0.009967888705432415
