Time,inertial-6286.188861:deltaVelX,inertial-6286.188861:deltaVelY,inertial-6286.188861:deltaVelZ
1773426543412896768,1.705378963379189e-05,-6.87785359332338e-05,-0.009954675100743771
1773426543422823424,2.292696080985479e-05,-7.537327473983169e-05,-0.00995287299156189
1773426543432654080,2.179223520215601e-05,-7.197758532129228e-05,-0.009963031858205795
1773426543442473216,2.573193523858208e-05,-6.319124804576859e-05,-0.009965086355805397
1773426543452942080,1.985033122764435e-05,-7.042733341222629e-05,-0.00996573269367218
1773426543463313920,1.842259007389657e-05,-7.327811181312427e-05,-0.009964023716747761
1773426543473588224,2.628647598612588e-05,-6.567557284142822e-05,-0.009957334026694298
1773426543483766016,1.714142672426533e-05,-7.275100506376475e-05,-0.009949317201972008
1773426543493848320,2.439890886307694e-05,-6.198624760145321e-05,-0.009953685104846954
1773426543503843072,2.283433605043683e-05,-6.894957914482802e-05,-0.009959114715456963
1773426543513746688,2.656938158906996e-05,-5.996190520818345e-05,-0.00996378343552351
1773426543523556864,2.566798684711102e-05,-6.40196303720586e-05,-0.009969793260097504
1773426543533753088,2.028621383942664e-05,-8.24550588731654e-05,-0.009956731460988522
1773426543544170752,1.161147520178929e-05,-9.051852248376235e-05,-0.009956629015505314
1773426543554491136,2.199505615863018e-05,-7.016106974333525e-05,-0.009948716498911381
1773426543564717056,3.44084037351422e-05,-5.083248106529936e-05,-0.009969544596970081
1773426543574846720,2.339129605388734e-05,-7.413006096612662e-05,-0.0099643524736166
1773426543584879616,2.559487984399311e-05,-8.019402594072744e-05,-0.009958921000361443
1773426543594819584,2.921129453170579e-05,-6.552727427333593e-05,-0.009953015483915806
1773426543604663808,1.95817574422108e-05,-7.268843910424039e-05,-0.009955296292901039
1773426543614494720,9.124697498918977e-06,-8.634936239104718e-05,-0.009959816001355648
1773426543624964096,-3.017019480466843e-06,-0.0001412028650520369,-0.009955227375030518
1773426543635336704,3.525871943566017e-05,-9.854862582869828e-05,-0.00998346321284771
1773426543645607680,0.0006943297339603305,-0.0001589663152117282,-0.01002596784383059
1773426543655778816,0.0004727159102912992,0.000328327965689823,-0.009917385876178741
1773426543665851904,7.361650932580233e-05,0.0001232099311891943,-0.009914325550198555
1773426543675826432,0.0002161019074264914,0.0001016307578538544,-0.009931802749633789
1773426543685702912,0.0001741293526720256,0.0001559756346978247,-0.009975067339837551
1773426543695497472,0.0002437992225168273,0.0001828759122872725,-0.009955277666449547
1773426543705612288,0.0002493990759830922,-5.674150088452734e-06,-0.01000198815017939
1773426543716035072,0.0003796977980528027,0.0001947638374986127,-0.009997813031077385
1773426543726357760,0.0004825880751013756,0.0002542153524700552,-0.009940672665834427
1773426543736583680,0.0002654999843798578,-0.0001783721818355843,-0.0100820530205965
1773426543746722048,0.000561209162697196,-0.0002711407432798296,-0.009931145235896111
1773426543756764160,0.0004847490054089576,-0.0004549783188849688,-0.00998014397919178
1773426543766710528,0.0007352831889875233,-0.0002749885024968535,-0.01007931400090456
1773426543776564480,0.0005924521829001606,5.782008156529628e-05,-0.009902914986014366
1773426543786323968,0.0005527352332137525,0.0002922770217992365,-0.009841803461313248
1773426543796798464,0.0008392165182158351,0.0001877276081359014,-0.01008652430027723
1773426543807176192,0.001220626174472272,6.102192492107861e-05,-0.009679531678557396
1773426543817456128,0.001277558621950448,-0.0001611362822586671,-0.01009723916649818
1773426543827643392,0.001848654006607831,0.0001943854003911838,-0.009803976863622665
1773426543837735424,0.002390573266893625,0.0009288159781135619,-0.009741543792188168
1773426543847731712,0.00243344740010798,0.0005816483753733337,-0.01016728579998016
1773426543857635072,0.002440986922010779,0.0005534148076549172,-0.009974699467420578
1773426543867451648,0.00192014966160059,0.0002002148248720914,-0.009967407211661339
1773426543877575936,0.001791657414287329,2.462740667397156e-06,-0.0101600643247366
1773426543888000256,0.001678737229667604,-0.0004511962179094553,-0.009956195950508118
1773426543898325504,0.001772502670064569,-0.0002880640677176416,-0.01005691755563021
1773426543908553472,0.001782111474312842,0.0002339220372959971,-0.009852699935436249
1773426543918685184,0.001795085147023201,0.0002908073365688324,-0.009807372465729713
1773426543928721152,0.001901862444356084,0.0002070405462291092,-0.01015304494649172
1773426543938662400,0.00161593989469111,0.0001144070702139288,-0.00992885697633028
1773426543948515328,0.001106672105379403,0.0003710763703566045,-0.009950688108801842
1773426543958276352,0.000328844238538295,0.0003693074686452746,-0.009954921901226044
1773426543968750848,0.0003410695644561201,0.0005413402686826885,-0.009866523556411266
1773426543979123968,0.0004635930818039924,0.0001453869917895645,-0.01017614640295506
1773426543989398016,0.0007939547649584711,0.0003071691025979817,-0.009697533212602139
1773426543999572480,0.001080238143913448,0.0005033278139308095,-0.009815365076065063
1773426544009646080,0.0004939991049468517,-0.000168951170053333,-0.01021032314747572
1773426544019621888,0.001240843441337347,-0.0003382361901458353,-0.01025482080876827
1773426544029501184,0.00119417323730886,0.0002654517302289605,-0.009704142808914185
1773426544039288832,0.001152256620116532,0.0003844793827738613,-0.00986395962536335
1773426544049398528,0.001079839770682156,0.0004641867999453098,-0.009634827263653278
1773426544059827200,0.0008110160706564784,0.0003107468073721975,-0.009909509681165218
1773426544070158080,0.0004004614893347025,8.726636588107795e-05,-0.01001709327101707
1773426544080392192,0.0003326600999571383,-0.0002328860136913136,-0.01013684645295143
1773426544090534144,-0.0003030553343705833,-0.0002413104084553197,-0.01028099935501814
1773426544100582656,-8.234647248173133e-05,-0.000493614817969501,-0.009578189812600613
1773426544110545664,-0.0004297529230825603,-0.00101572903804481,-0.01033514179289341
1773426544120413952,-0.0004839587491005659,-0.0007793831755407155,-0.009983775205910206
1773426544130188288,-0.0001859785406850278,-0.0009174591396003962,-0.01000697258859873
1773426544140667904,-0.0003302549885120243,-0.0006365635781548917,-0.009943871758878231
1773426544151049984,-0.000306711153825745,-0.0003230383154004812,-0.009731346741318703
1773426544161335040,-0.000424183119321242,-0.0006217385525815189,-0.01001862622797489
1773426544171523840,-0.0007144215051084757,-0.0008052611956372857,-0.01010018866509199
1773426544181620992,-0.0007259345729835331,-0.0005160949076525867,-0.009972027502954006
1773426544191623680,-0.0004427719104569405,-0.0003068486985284835,-0.00992545485496521
1773426544201531648,-0.0003279848897363991,-8.844326657708734e-05,-0.009983212687075138
1773426544211348736,5.889713065698743e-06,2.923150714195799e-05,-0.01003458444029093
1773426544221396992,4.194132270640694e-05,3.270892193540931e-05,-0.01006485428661108
1773426544231825408,0.0001379196182824671,-7.347447535721585e-05,-0.01011008583009243
1773426544242150912,-0.0002341304352739826,-8.655186684336513e-05,-0.009911667555570602
1773426544252375552,-0.000523175171110779,-0.0003430780488997698,-0.009998744353652
1773426544262508544,-0.0009235147736035287,-0.0004959621001034975,-0.009833356365561485
1773426544272543232,-0.0008972911164164543,-7.018246105872095e-05,-0.01009571552276611
1773426544282479104,-0.0003786546876654029,0.0005809718277305365,-0.00999893806874752
1773426544292319232,0.0003739655949175358,0.0007741466397419572,-0.01013738103210926
1773426544302062848,0.0007258648984134197,0.0007241707062348723,-0.009629510343074799
1773426544312543744,0.0005571214715018868,0.0006332267075777054,-0.009994951076805592
1773426544322923264,0.0006693484028801322,0.0004826885997317731,-0.009888985194265842
1773426544333203456,0.0005094885709695518,0.0003673204046208411,-0.009870112873613834
1773426544343388160,0.0001483161904616281,0.0001581020624144003,-0.009635333903133869
1773426544353472256,-0.0002943970321211964,-9.463831520406529e-05,-0.01012041047215462
