ts,utm_x,utm_y,z,utm_zone_n,utm_zone_l,heading,inx_x,inx_y,inx_z,inx_yaw
F0A6345C00000000,89AEA601,BC96C633,7A2E0000,12000000,4C000000,FA860000,DCFBFFFF,40030000,DCFBFFFF,5EDDFFFF
57A7345C00000000,80AEA601,DD96C633,7A2E0000,12000000,4C000000,F9860000,BFFBFFFF,54030000,C0FBFFFF,5DDDFFFF
B9A7345C00000000,77AEA601,FF96C633,7A2E0000,12000000,4C000000,F9860000,A3FBFFFF,69030000,A4FBFFFF,5DDDFFFF
1EA8345C00000000,6FAEA601,2197C633,7A2E0000,12000000,4C000000,F9860000,88FBFFFF,7D030000,88FBFFFF,5DDDFFFF
81A8345C00000000,66AEA601,4297C633,7A2E0000,12000000,4C000000,F9860000,6CFBFFFF,92030000,6CFBFFFF,5DDDFFFF
E5A8345C00000000,5DAEA601,6397C633,7A2E0000,12000000,4C000000,F9860000,4FFBFFFF,A6030000,50FBFFFF,5DDDFFFF
4BA9345C00000000,55AEA601,8597C633,7A2E0000,12000000,4C000000,F8860000,33FBFFFF,BA030000,34FBFFFF,5CDDFFFF
ADA9345C00000000,4CAEA601,A797C633,7A2E0000,12000000,4C000000,F8860000,18FBFFFF,CF030000,18FBFFFF,5CDDFFFF
14AA345C00000000,43AEA601,C897C633,7A2E0000,12000000,4C000000,F8860000,FCFAFFFF,E3030000,FCFAFFFF,5CDDFFFF
77AA345C00000000,3BAEA601,EA97C633,7A2E0000,12000000,4C000000,F8860000,DFFAFFFF,F8030000,E0FAFFFF,5CDDFFFF
D9AA345C00000000,32AEA601,0B98C633,7A2E0000,12000000,4C000000,F8860000,C4FAFFFF,0C040000,C4FAFFFF,5CDDFFFF
40AB345C00000000,29AEA601,2D98C633,7A2E0000,12000000,4C000000,F7860000,A8FAFFFF,20040000,A8FAFFFF,5BDDFFFF
A3AB345C00000000,21AEA601,4F98C633,7A2E0000,12000000,4C000000,F7860000,8BFAFFFF,35040000,8CFAFFFF,5BDDFFFF
06AC345C00000000,18AEA601,7098C633,7A2E0000,12000000,4C000000,F8860000,6FFAFFFF,4A040000,70FAFFFF,5CDDFFFF
6BAC345C00000000,0FAEA601,9298C633,7A2E0000,12000000,4C000000,F7860000,54FAFFFF,5F040000,54FAFFFF,5BDDFFFF
CFAC345C00000000,07AEA601,B398C633,7A2E0000,12000000,4C000000,F7860000,38FAFFFF,73040000,38FAFFFF,5BDDFFFF
35AD345C00000000,FEADA601,D598C633,7A2E0000,12000000,4C000000,F7860000,1CFAFFFF,87040000,1CFAFFFF,5BDDFFFF
97AD345C00000000,F5ADA601,F798C633,7A2E0000,12000000,4C000000,F7860000,00FAFFFF,9C040000,00FAFFFF,5BDDFFFF
FAAD345C00000000,EDADA601,1899C633,7A2E0000,12000000,4C000000,F7860000,E4F9FFFF,B0040000,E4F9FFFF,5BDDFFFF
61AE345C00000000,E4ADA601,3A99C633,7A2E0000,12000000,4C000000,F6860000,C8F9FFFF,C6040000,C8F9FFFF,5ADDFFFF
C4AE345C00000000,DBADA601,5B99C633,7A2E0000,12000000,4C000000,F6860000,ACF9FFFF,D9040000,ACF9FFFF,5ADDFFFF
2AAF345C00000000,D2ADA601,7D99C633,7A2E0000,12000000,4C000000,F6860000,90F9FFFF,EE040000,90F9FFFF,5ADDFFFF
8DAF345C00000000,CAADA601,9F99C633,7A2E0000,12000000,4C000000,F6860000,74F9FFFF,03050000,74F9FFFF,5ADDFFFF
F0AF345C00000000,C1ADA601,C099C633,7A2E0000,12000000,4C000000,F6860000,58F9FFFF,17050000,58F9FFFF,5ADDFFFF
55B0345C00000000,B8ADA601,E299C633,7A2E0000,12000000,4C000000,F6860000,3CF9FFFF,2B050000,3CF9FFFF,5ADDFFFF
B9B0345C00000000,B0ADA601,039AC633,7A2E0000,12000000,4C000000,F5860000,20F9FFFF,40050000,20F9FFFF,59DDFFFF
1CB1345C00000000,A7ADA601,259AC633,7A2E0000,12000000,4C000000,F5860000,04F9FFFF,54050000,04F9FFFF,59DDFFFF
81B1345C00000000,9EADA601,479AC633,7A2E0000,12000000,4C000000,F5860000,E8F8FFFF,69050000,E8F8FFFF,59DDFFFF
E4B1345C00000000,96ADA601,689AC633,7A2E0000,12000000,4C000000,F5860000,CCF8FFFF,7D050000,CCF8FFFF,59DDFFFF
4BB2345C00000000,8DADA601,8A9AC633,7A2E0000,12000000,4C000000,F5860000,B0F8FFFF,92050000,B0F8FFFF,59DDFFFF
AEB2345C00000000,84ADA601,AB9AC633,7A2E0000,12000000,4C000000,F5860000,94F8FFFF,A6050000,94F8FFFF,59DDFFFF
10B3345C00000000,7CADA601,CD9AC633,7A2E0000,12000000,4C000000,F5860000,78F8FFFF,BA050000,78F8FFFF,59DDFFFF
77B3345C00000000,73ADA601,EF9AC633,7A2E0000,12000000,4C000000,F5860000,5CF8FFFF,D0050000,5CF8FFFF,59DDFFFF
DAB3345C00000000,6AADA601,109BC633,7A2E0000,12000000,4C000000,F4860000,40F8FFFF,E4050000,40F8FFFF,58DDFFFF
40B4345C00000000,61ADA601,329BC633,7A2E0000,12000000,4C000000,F4860000,24F8FFFF,F8050000,24F8FFFF,58DDFFFF
A2B4345C00000000,59ADA601,539BC633,7A2E0000,12000000,4C000000,F4860000,08F8FFFF,0D060000,08F8FFFF,58DDFFFF
05B5345C00000000,50ADA601,759BC633,7A2E0000,12000000,4C000000,F4860000,ECF7FFFF,21060000,ECF7FFFF,58DDFFFF
6CB5345C00000000,47ADA601,979BC633,7A2E0000,12000000,4C000000,F4860000,D0F7FFFF,36060000,D0F7FFFF,58DDFFFF
CFB5345C00000000,3FADA601,B89BC633,7A2E0000,12000000,4C000000,F3860000,B4F7FFFF,4A060000,B4F7FFFF,57DDFFFF
31B6345C00000000,36ADA601,D99BC633,7A2E0000,12000000,4C000000,F3860000,98F7FFFF,5F060000,98F7FFFF,57DDFFFF
97B6345C00000000,2DADA601,FB9BC633,7A2E0000,12000000,4C000000,F3860000,7CF7FFFF,73060000,7CF7FFFF,57DDFFFF
FBB6345C00000000,25ADA601,1D9CC633,7A2E0000,12000000,4C000000,F3860000,60F7FFFF,88060000,60F7FFFF,57DDFFFF
61B7345C00000000,1CADA601,3F9CC633,7A2E0000,12000000,4C000000,F2860000,44F7FFFF,9D060000,44F7FFFF,56DDFFFF
C4B7345C00000000,13ADA601,609CC633,7A2E0000,12000000,4C000000,F2860000,28F7FFFF,B1060000,28F7FFFF,56DDFFFF
27B8345C00000000,0AADA601,829CC633,7A2E0000,12000000,4C000000,F2860000,0CF7FFFF,C6060000,0CF7FFFF,56DDFFFF
8DB8345C00000000,02ADA601,A49CC633,7A2E0000,12000000,4C000000,F2860000,F0F6FFFF,DB060000,F0F6FFFF,56DDFFFF
EFB8345C00000000,F9ACA601,C59CC633,7A2E0000,12000000,4C000000,F2860000,D4F6FFFF,EF060000,D4F6FFFF,56DDFFFF
55B9345C00000000,F0ACA601,E79CC633,7A2E0000,12000000,4C000000,F2860000,B8F6FFFF,04070000,B8F6FFFF,56DDFFFF
B9B9345C00000000,E7ACA601,089DC633,7A2E0000,12000000,4C000000,F1860000,9CF6FFFF,18070000,9CF6FFFF,55DDFFFF
1CBA345C00000000,DFACA601,2A9DC633,7A2E0000,12000000,4C000000,F1860000,80F6FFFF,2D070000,80F6FFFF,55DDFFFF
82BA345C00000000,D6ACA601,4C9DC633,7A2E0000,12000000,4C000000,F1860000,64F6FFFF,42070000,64F6FFFF,55DDFFFF
E5BA345C00000000,CDACA601,6D9DC633,7A2E0000,12000000,4C000000,F1860000,48F6FFFF,56070000,48F6FFFF,55DDFFFF
48BB345C00000000,C5ACA601,8F9DC633,7A2E0000,12000000,4C000000,F1860000,2CF6FFFF,6A070000,2CF6FFFF,55DDFFFF
ADBB345C00000000,BCACA601,B09DC633,7A2E0000,12000000,4C000000,F0860000,10F6FFFF,7F070000,10F6FFFF,54DDFFFF
11BC345C00000000,B3ACA601,D29DC633,7A2E0000,12000000,4C000000,F0860000,F4F5FFFF,94070000,F4F5FFFF,54DDFFFF
77BC345C00000000,AAACA601,F49DC633,7A2E0000,12000000,4C000000,F0860000,D8F5FFFF,A9070000,D8F5FFFF,54DDFFFF
DABC345C00000000,A2ACA601,159EC633,7A2E0000,12000000,4C000000,F0860000,BCF5FFFF,BD070000,BCF5FFFF,54DDFFFF
3DBD345C00000000,99ACA601,379EC633,7A2E0000,12000000,4C000000,F0860000,A0F5FFFF,D2070000,A0F5FFFF,54DDFFFF
A3BD345C00000000,90ACA601,589EC633,7A2E0000,12000000,4C000000,EF860000,84F5FFFF,E6070000,84F5FFFF,53DDFFFF
06BE345C00000000,87ACA601,7A9EC633,7A2E0000,12000000,4C000000,EF860000,68F5FFFF,FB070000,68F5FFFF,53DDFFFF
6BBE345C00000000,7FACA601,9C9EC633,7A2E0000,12000000,4C000000,EF860000,4CF5FFFF,10080000,4CF5FFFF,53DDFFFF
CFBE345C00000000,76ACA601,BE9EC633,7A2E0000,12000000,4C000000,EF860000,30F5FFFF,24080000,31F5FFFF,53DDFFFF
32BF345C00000000,6DACA601,E09EC633,7A2E0000,12000000,4C000000,EE860000,14F5FFFF,39080000,14F5FFFF,52DDFFFF
98BF345C00000000,64ACA601,019FC633,7A2E0000,12000000,4C000000,EE860000,F8F4FFFF,4E080000,F8F4FFFF,52DDFFFF
FABF345C00000000,5CACA601,239FC633,7A2E0000,12000000,4C000000,EE860000,DCF4FFFF,62080000,DDF4FFFF,52DDFFFF
5EC0345C00000000,53ACA601,449FC633,7A2E0000,12000000,4C000000,EE860000,C0F4FFFF,77080000,C0F4FFFF,52DDFFFF
C1C0345C00000000,4AACA601,669FC633,7A2E0000,12000000,4C000000,EE860000,A4F4FFFF,8C080000,A5F4FFFF,52DDFFFF
27C1345C00000000,41ACA601,889FC633,7A2E0000,12000000,4C000000,EE860000,88F4FFFF,A0080000,89F4FFFF,52DDFFFF
8DC1345C00000000,38ACA601,A99FC633,7A2E0000,12000000,4C000000,EE860000,6CF4FFFF,B5080000,6CF4FFFF,52DDFFFF
F0C1345C00000000,30ACA601,CB9FC633,7A2E0000,12000000,4C000000,EE860000,50F4FFFF,CA080000,51F4FFFF,52DDFFFF
53C2345C00000000,27ACA601,ED9FC633,7A2E0000,12000000,4C000000,ED860000,34F4FFFF,DF080000,35F4FFFF,51DDFFFF
B9C2345C00000000,1EACA601,0FA0C633,7A2E0000,12000000,4C000000,ED860000,18F4FFFF,F4080000,19F4FFFF,51DDFFFF
1CC3345C00000000,15ACA601,30A0C633,7A2E0000,12000000,4C000000,ED860000,FCF3FFFF,08090000,FDF3FFFF,51DDFFFF
82C3345C00000000,0DACA601,52A0C633,7A2E0000,12000000,4C000000,ED860000,E0F3FFFF,1D090000,E1F3FFFF,51DDFFFF
E5C3345C00000000,04ACA601,74A0C633,7A2E0000,12000000,4C000000,ED860000,C4F3FFFF,31090000,C5F3FFFF,51DDFFFF
48C4345C00000000,FBABA601,95A0C633,7A2E0000,12000000,4C000000,ED860000,A9F3FFFF,46090000,A9F3FFFF,51DDFFFF
AEC4345C00000000,F2ABA601,B7A0C633,7A2E0000,12000000,4C000000,EC860000,8DF3FFFF,5B090000,8DF3FFFF,50DDFFFF
11C5345C00000000,EAABA601,D8A0C633,7A2E0000,12000000,4C000000,EC860000,71F3FFFF,70090000,71F3FFFF,50DDFFFF
74C5345C00000000,E1ABA601,FAA0C633,7A2E0000,12000000,4C000000,EC860000,55F3FFFF,84090000,55F3FFFF,50DDFFFF
D9C5345C00000000,D8ABA601,1CA1C633,7A2E0000,12000000,4C000000,EC860000,39F3FFFF,9A090000,39F3FFFF,50DDFFFF
3DC6345C00000000,CFABA601,3EA1C633,7A2E0000,12000000,4C000000,EB860000,1DF3FFFF,AE090000,1DF3FFFF,4FDDFFFF
A4C6345C00000000,C6ABA601,60A1C633,7A2E0000,12000000,4C000000,EB860000,01F3FFFF,C3090000,01F3FFFF,4FDDFFFF
06C7345C00000000,BEABA601,81A1C633,7A2E0000,12000000,4C000000,EB860000,E5F2FFFF,D8090000,E5F2FFFF,4FDDFFFF
69C7345C00000000,B5ABA601,A3A1C633,7A2E0000,12000000,4C000000,EB860000,C9F2FFFF,ED090000,C9F2FFFF,4FDDFFFF
CFC7345C00000000,ACABA601,C5A1C633,7A2E0000,12000000,4C000000,EB860000,ADF2FFFF,010A0000,ADF2FFFF,4FDDFFFF
32C8345C00000000,A3ABA601,E6A1C633,7A2E0000,12000000,4C000000,EA860000,91F2FFFF,160A0000,91F2FFFF,4EDDFFFF
98C8345C00000000,9AABA601,08A2C633,7A2E0000,12000000,4C000000,EA860000,75F2FFFF,2B0A0000,75F2FFFF,4EDDFFFF
FBC8345C00000000,92ABA601,2AA2C633,7A2E0000,12000000,4C000000,EB860000,59F2FFFF,400A0000,59F2FFFF,4FDDFFFF
5EC9345C00000000,89ABA601,4CA2C633,7A2E0000,12000000,4C000000,EA860000,3DF2FFFF,550A0000,3DF2FFFF,4EDDFFFF
C4C9345C00000000,80ABA601,6EA2C633,7A2E0000,12000000,4C000000,EA860000,21F2FFFF,6A0A0000,21F2FFFF,4EDDFFFF
25CA345C00000000,77ABA601,8FA2C633,7A2E0000,12000000,4C000000,EA860000,05F2FFFF,7E0A0000,05F2FFFF,4EDDFFFF
8ACA345C00000000,6EABA601,B1A2C633,7A2E0000,12000000,4C000000,E9860000,E9F1FFFF,930A0000,E9F1FFFF,4DDDFFFF
F0CA345C00000000,66ABA601,D3A2C633,7A2E0000,12000000,4C000000,E9860000,CDF1FFFF,A80A0000,CDF1FFFF,4DDDFFFF
54CB345C00000000,5DABA601,F4A2C633,7A2E0000,12000000,4C000000,E9860000,B1F1FFFF,BC0A0000,B1F1FFFF,4DDDFFFF
B9CB345C00000000,54ABA601,16A3C633,7A2E0000,12000000,4C000000,E9860000,95F1FFFF,D10A0000,95F1FFFF,4DDDFFFF
1CCC345C00000000,4BABA601,38A3C633,7A2E0000,12000000,4C000000,E9860000,79F1FFFF,E70A0000,79F1FFFF,4DDDFFFF
7FCC345C00000000,42ABA601,5AA3C633,7A2E0000,12000000,4C000000,E9860000,5DF1FFFF,FB0A0000,5DF1FFFF,4DDDFFFF
E5CC345C00000000,3AABA601,7CA3C633,7A2E0000,12000000,4C000000,E9860000,41F1FFFF,100B0000,41F1FFFF,4DDDFFFF
48CD345C00000000,31ABA601,9DA3C633,7A2E0000,12000000,4C000000,E8860000,25F1FFFF,250B0000,25F1FFFF,4CDDFFFF
AECD345C00000000,28ABA601,BFA3C633,7A2E0000,12000000,4C000000,E8860000,09F1FFFF,3A0B0000,09F1FFFF,4CDDFFFF
0FCE345C00000000,1FABA601,E1A3C633,7A2E0000,12000000,4C000000,E8860000,EDF0FFFF,4E0B0000,EDF0FFFF,4CDDFFFF
74CE345C00000000,16ABA601,02A4C633,7A2E0000,12000000,4C000000,E8860000,D1F0FFFF,630B0000,D1F0FFFF,4CDDFFFF
DBCE345C00000000,0EABA601,24A4C633,7A2E0000,12000000,4C000000,E8860000,B5F0FFFF,780B0000,B5F0FFFF,4CDDFFFF
3DCF345C00000000,05ABA601,46A4C633,7A2E0000,12000000,4C000000,E7860000,99F0FFFF,8D0B0000,99F0FFFF,4BDDFFFF
A2CF345C00000000,FCAAA601,68A4C633,7A2E0000,12000000,4C000000,E7860000,7DF0FFFF,A20B0000,7DF0FFFF,4BDDFFFF
06D0345C00000000,F3AAA601,89A4C633,7A2E0000,12000000,4C000000,E7860000,61F0FFFF,B70B0000,61F0FFFF,4BDDFFFF
69D0345C00000000,EAAAA601,ABA4C633,7A2E0000,12000000,4C000000,E7860000,45F0FFFF,CB0B0000,45F0FFFF,4BDDFFFF
CCD0345C00000000,E1AAA601,CDA4C633,7A2E0000,12000000,4C000000,E7860000,29F0FFFF,E00B0000,29F0FFFF,4BDDFFFF
32D1345C00000000,D9AAA601,EEA4C633,7A2E0000,12000000,4C000000,E7860000,0DF0FFFF,F40B0000,0DF0FFFF,4BDDFFFF
95D1345C00000000,D0AAA601,10A5C633,7A2E0000,12000000,4C000000,E6860000,F1EFFFFF,090C0000,F1EFFFFF,4ADDFFFF
FBD1345C00000000,C7AAA601,32A5C633,7A2E0000,12000000,4C000000,E6860000,D5EFFFFF,1E0C0000,D5EFFFFF,4ADDFFFF
5DD2345C00000000,BEAAA601,54A5C633,7A2E0000,12000000,4C000000,E6860000,B9EFFFFF,330C0000,B9EFFFFF,4ADDFFFF
C4D2345C00000000,B5AAA601,75A5C633,7A2E0000,12000000,4C000000,E6860000,9DEFFFFF,470C0000,9DEFFFFF,4ADDFFFF
27D3345C00000000,ADAAA601,97A5C633,7A2E0000,12000000,4C000000,E5860000,81EFFFFF,5C0C0000,81EFFFFF,49DDFFFF
87D3345C00000000,A4AAA601,B9A5C633,7A2E0000,12000000,4C000000,E5860000,65EFFFFF,710C0000,65EFFFFF,49DDFFFF
F0D3345C00000000,9BAAA601,DBA5C633,7A2E0000,12000000,4C000000,E5860000,49EFFFFF,860C0000,49EFFFFF,49DDFFFF
54D4345C00000000,92AAA601,FCA5C633,7A2E0000,12000000,4C000000,E5860000,2DEFFFFF,9B0C0000,2DEFFFFF,49DDFFFF
B9D4345C00000000,89AAA601,1EA6C633,7A2E0000,12000000,4C000000,E5860000,11EFFFFF,B00C0000,11EFFFFF,49DDFFFF
19D5345C00000000,80AAA601,40A6C633,7A2E0000,12000000,4C000000,E5860000,F5EEFFFF,C40C0000,F5EEFFFF,49DDFFFF
80D5345C00000000,78AAA601,61A6C633,7A2E0000,12000000,4C000000,E5860000,D9EEFFFF,D90C0000,D9EEFFFF,49DDFFFF
E5D5345C00000000,6FAAA601,83A6C633,7A2E0000,12000000,4C000000,E4860000,BDEEFFFF,EE0C0000,BDEEFFFF,48DDFFFF
48D6345C00000000,66AAA601,A5A6C633,7A2E0000,12000000,4C000000,E4860000,A1EEFFFF,030D0000,A1EEFFFF,48DDFFFF
ACD6345C00000000,5DAAA601,C7A6C633,7A2E0000,12000000,4C000000,E4860000,85EEFFFF,180D0000,85EEFFFF,48DDFFFF
11D7345C00000000,54AAA601,E9A6C633,7A2E0000,12000000,4C000000,E4860000,69EEFFFF,2D0D0000,69EEFFFF,48DDFFFF
74D7345C00000000,4BAAA601,0BA7C633,7A2E0000,12000000,4C000000,E3860000,4DEEFFFF,420D0000,4DEEFFFF,47DDFFFF
D8D7345C00000000,42AAA601,2CA7C633,7A2E0000,12000000,4C000000,E4860000,31EEFFFF,570D0000,31EEFFFF,48DDFFFF
3DD8345C00000000,3AAAA601,4EA7C633,7A2E0000,12000000,4C000000,E5860000,16EEFFFF,6C0D0000,15EEFFFF,49DDFFFF
A0D8345C00000000,31AAA601,70A7C633,7A2E0000,12000000,4C000000,E6860000,FAEDFFFF,810D0000,F9EDFFFF,4ADDFFFF
07D9345C00000000,28AAA601,92A7C633,7A2E0000,12000000,4C000000,E7860000,DEEDFFFF,960D0000,DDEDFFFF,4BDDFFFF
69D9345C00000000,1FAAA601,B3A7C633,7A2E0000,12000000,4C000000,E8860000,C2EDFFFF,AB0D0000,C1EDFFFF,4CDDFFFF
D0D9345C00000000,16AAA601,D5A7C633,7A2E0000,12000000,4C000000,E8860000,A6EDFFFF,BF0D0000,A6EDFFFF,4CDDFFFF
32DA345C00000000,0DAAA601,F7A7C633,7A2E0000,12000000,4C000000,E8860000,8AEDFFFF,D50D0000,89EDFFFF,4CDDFFFF
95DA345C00000000,05AAA601,19A8C633,7A2E0000,12000000,4C000000,E9860000,6EEDFFFF,E90D0000,6EEDFFFF,4DDDFFFF
FCDA345C00000000,FCA9A601,3AA8C633,7A2E0000,12000000,4C000000,E9860000,52EDFFFF,FE0D0000,52EDFFFF,4DDDFFFF
5EDB345C00000000,F3A9A601,5CA8C633,7A2E0000,12000000,4C000000,EA860000,36EDFFFF,130E0000,36EDFFFF,4EDDFFFF
C1DB345C00000000,EAA9A601,7EA8C633,7A2E0000,12000000,4C000000,EA860000,1AEDFFFF,280E0000,1AEDFFFF,4EDDFFFF
28DC345C00000000,E1A9A601,A0A8C633,7A2E0000,12000000,4C000000,E9860000,FEECFFFF,3D0E0000,FEECFFFF,4DDDFFFF
8ADC345C00000000,D9A9A601,C1A8C633,7A2E0000,12000000,4C000000,E9860000,E2ECFFFF,520E0000,E2ECFFFF,4DDDFFFF
F0DC345C00000000,D0A9A601,E3A8C633,7A2E0000,12000000,4C000000,E8860000,C6ECFFFF,670E0000,C6ECFFFF,4CDDFFFF
53DD345C00000000,C7A9A601,05A9C633,7A2E0000,12000000,4C000000,E8860000,AAECFFFF,7B0E0000,AAECFFFF,4CDDFFFF
B7DD345C00000000,BEA9A601,27A9C633,7A2E0000,12000000,4C000000,E8860000,8EECFFFF,900E0000,8EECFFFF,4CDDFFFF
1DDE345C00000000,B5A9A601,49A9C633,7A2E0000,12000000,4C000000,E7860000,72ECFFFF,A50E0000,72ECFFFF,4BDDFFFF
7FDE345C00000000,ACA9A601,6AA9C633,7A2E0000,12000000,4C000000,E7860000,56ECFFFF,BA0E0000,56ECFFFF,4BDDFFFF
E5DE345C00000000,A4A9A601,8CA9C633,7A2E0000,12000000,4C000000,E7860000,3BECFFFF,CF0E0000,3AECFFFF,4BDDFFFF
48DF345C00000000,9BA9A601,AEA9C633,7A2E0000,12000000,4C000000,E6860000,1FECFFFF,E40E0000,1EECFFFF,4ADDFFFF
ABDF345C00000000,92A9A601,CFA9C633,7A2E0000,12000000,4C000000,E6860000,03ECFFFF,F90E0000,02ECFFFF,4ADDFFFF
11E0345C00000000,89A9A601,F1A9C633,7A2E0000,12000000,4C000000,E6860000,E7EBFFFF,0E0F0000,E6EBFFFF,4ADDFFFF
75E0345C00000000,80A9A601,13AAC633,7A2E0000,12000000,4C000000,E6860000,CBEBFFFF,230F0000,CAEBFFFF,4ADDFFFF
D8E0345C00000000,77A9A601,35AAC633,7A2E0000,12000000,4C000000,E6860000,AFEBFFFF,380F0000,AEEBFFFF,4ADDFFFF
3DE1345C00000000,6FA9A601,57AAC633,7A2E0000,12000000,4C000000,E6860000,93EBFFFF,4D0F0000,92EBFFFF,4ADDFFFF
A0E1345C00000000,66A9A601,78AAC633,7A2E0000,12000000,4C000000,E6860000,77EBFFFF,610F0000,76EBFFFF,4ADDFFFF
